4	11	100	1														
0	200																
0	40	50	0	0	0	0	0	1236									
1	45	68	90	10	1	1	2	40	95	182	308						
2	45	70	90	30	1	1	3	12	175	233	389	488	647				
3	42	66	90	10	1	1	4	86	211	266	375	458	512	585	670		
4	42	68	90	10	1	1	2	48	170	259	328						
5	42	65	90	10	1	1	5	195	297	358	437	513	641	722	780	879	1019
6	40	69	90	20	1	1	2	141	244	338	443						
7	40	66	90	20	1	1	3	116	245	310	366	432	562				
8	38	68	90	20	1	1	3	130	317	375	511	563	682				
9	38	70	90	10	1	1	3	239	296	384	459	527	659				
10	35	66	90	10	1	1	3	120	239	295	354	417	598				
11	35	69	90	10	1	1	2	84	242	305	365						
12	25	85	90	20	1	1	4	50	174	245	327	426	555	649	817		
13	22	75	90	30	1	1	4	169	292	360	422	505	564	651	755		
14	22	85	90	10	1	1	4	135	244	294	389	474	626	725	885		
15	20	80	90	40	1	1	4	23	88	152	288	366	498	585	711		
16	20	85	90	40	1	1	3	23	132	189	355	417	468				
17	18	75	90	20	1	1	2	62	165	239	401						
18	15	75	90	20	1	1	4	35	166	238	293	366	545	615	697		
19	15	80	90	10	1	1	4	166	240	308	387	467	577	647	797		
20	30	50	90	10	1	1	2	43	185	239	418						
21	30	52	90	20	1	1	5	144	279	335	410	479	651	723	801	886	1013
22	28	52	90	20	1	1	4	8	60	152	237	319	510	577	722		
23	28	55	90	10	1	1	4	54	167	217	373	445	638	716	903		
24	25	50	90	10	1	1	2	143	217	306	447						
25	25	52	90	40	1	1	4	144	286	358	457	511	655	736	835		
26	25	55	90	10	1	1	4	68	132	197	363	429	575	662	752		
27	23	52	90	10	1	1	2	230	293	384	556						
28	23	55	90	20	1	1	4	85	280	333	444	507	676	770	827		
29	20	50	90	10	1	1	5	180	323	392	539	611	729	801	882	935	1032
30	20	55	90	10	1	1	2	35	105	187	336						
31	10	35	90	20	1	1	2	208	292	347	460						
32	10	40	90	30	1	1	2	190	367	445	644						
33	8	40	90	40	1	1	5	137	305	394	453	531	629	717	897	970	1088
34	8	45	90	20	1	1	2	150	225	304	366						
35	5	35	90	10	1	1	5	62	126	218	392	452	552	633	725	806	936
36	5	45	90	10	1	1	3	45	165	234	336	388	580				
37	2	40	90	20	1	1	4	239	438	496	689	784	940	997	1095		
38	0	40	90	30	1	1	4	90	194	268	353	409	463	562	660		
39	0	45	90	20	1	1	4	194	308	364	427	508	628	707	814		
40	35	30	90	10	1	1	4	62	204	276	381	443	494	547	631		
41	35	32	90	10	1	1	2	102	171	234	395						
42	33	32	90	20	1	1	4	181	336	426	536	622	786	855	1032		
43	33	35	90	10	1	1	5	146	259	316	437	515	588	670	860	919	1085
44	32	30	90	10	1	1	3	133	195	255	408	475	638				
45	30	30	90	10	1	1	4	142	311	406	471	540	729	821	927		
46	30	32	90	30	1	1	5	92	274	371	510	569	625	721	802	874	993
47	30	35	90	10	1	1	2	142	222	282	373						
48	28	30	90	10	1	1	3	192	246	313	431	525	617				
49	28	35	90	10	1	1	4	173	223	292	446	502	558	639	743		
50	26	32	90	10	1	1	2	117	217	306	449						
51	25	30	90	10	1	1	2	2	59	155	291						
52	25	35	90	10	1	1	2	107	216	306	490						
53	44	5	90	20	1	1	4	42	186	261	386	438	542	639	714		
54	42	10	90	40	1	1	4	179	251	310	417	475	557	650	785		
55	42	15	90	10	1	1	2	63	163	248	315						
56	40	5	90	30	1	1	4	56	127	213	321	372	506	582	725		
57	40	15	90	40	1	1	2	125	241	307	504						
58	38	5	90	30	1	1	2	27	204	284	345						
59	38	15	90	10	1	1	3	196	292	362	536	599	747				
60	35	5	90	20	1	1	5	39	119	187	256	315	480	546	678	775	937
61	50	30	90	10	1	1	2	76	212	279	336						
62	50	35	90	20	1	1	3	92	151	222	370	420	618				
63	50	40	90	50	1	1	3	134	318	409	527	579	723				
64	48	30	90	10	1	1	2	227	300	353	503						
65	48	40	90	10	1	1	2	220	280	376	441						
66	47	35	90	10	1	1	5	47	238	326	406	473	530	581	694	781	966
