4	14	100	1																
0	200																		
0	40	50	0	0	0	0	0	240											
1	25	85	10	20	1	1	5	5	15	54	74	114	130	168	179	218	231		
2	22	75	10	30	1	1	6	17	38	63	80	91	103	122	145	163	182	199	218
3	22	85	10	10	1	1	5	26	42	61	74	105	125	159	170	219	241		
4	20	80	10	40	1	1	6	18	34	45	64	95	111	136	152	183	211	227	248
5	20	85	10	20	1	1	5	32	42	82	95	119	140	168	183	195	214		
6	18	75	10	20	1	1	5	24	37	49	65	102	117	135	154	181	195		
7	15	75	10	20	1	1	4	26	55	85	112	149	168	193	204				
8	15	80	10	10	1	1	5	18	35	45	61	99	122	171	195	209	233		
9	10	35	10	20	1	1	5	19	40	79	99	124	139	180	191	201	213		
10	10	40	10	30	1	1	5	12	26	65	80	119	138	153	173	200	210		
11	8	40	10	40	1	1	5	7	26	63	81	117	130	155	168	202	220		
12	8	45	10	20	1	1	5	3	30	62	89	105	126	168	180	197	214		
13	5	35	10	10	1	1	5	24	44	54	78	97	107	154	180	215	238		
14	5	45	10	10	1	1	5	24	38	86	96	142	161	176	197	230	243		
15	2	40	10	20	1	1	5	19	41	69	85	98	120	155	171	184	204		
16	0	40	10	20	1	1	5	10	32	72	87	100	111	153	181	220	246		
17	0	45	10	20	1	1	5	13	29	70	81	93	108	153	180	219	241		
18	44	5	10	20	1	1	5	10	29	40	51	66	78	114	137	156	166		
19	42	10	10	40	1	1	4	3	21	64	77	126	151	197	218				
20	42	15	10	10	1	1	5	15	40	58	77	111	124	157	168	181	206		
21	40	5	10	10	1	1	5	21	36	70	90	118	136	159	172	219	236		
22	40	15	10	40	1	1	4	33	53	101	130	168	181	203	231				
23	38	5	10	30	1	1	6	8	25	36	55	77	89	123	152	193	211	226	237
24	38	15	10	10	1	1	6	13	35	66	87	107	129	156	173	193	203	215	229
25	35	5	10	20	1	1	5	14	26	47	71	109	129	155	179	219	245		
26	95	30	10	30	1	1	5	12	38	64	91	120	141	157	169	216	237		
27	95	35	10	20	1	1	4	23	43	83	97	131	148	181	206				
28	92	30	10	10	1	1	4	12	29	77	104	129	156	204	225				
29	90	35	10	10	1	1	5	19	33	51	66	77	92	120	145	166	183		
30	88	30	10	10	1	1	6	0	22	59	83	94	111	135	147	159	181	210	226
31	88	35	10	20	1	1	5	0	11	58	79	104	115	160	178	213	239		
32	87	30	10	10	1	1	6	17	30	54	74	90	101	140	168	207	219	236	253
33	85	25	10	10	1	1	5	19	32	46	73	93	109	147	159	174	197		
34	85	35	10	30	1	1	5	24	41	52	73	104	126	153	166	215	235		
35	67	85	10	20	1	1	5	28	39	52	64	85	107	148	164	190	216		
36	65	85	10	40	1	1	6	27	42	58	72	96	108	125	150	172	192	239	264
37	65	82	10	10	1	1	5	10	31	54	65	77	95	131	148	197	215		
38	62	80	10	30	1	1	5	30	47	75	95	130	156	171	182	228	241		
