4	19	100	1													
0	1000															
	0	35	35	0	0	0	0	0	1000							
	1	41	49	10	10	1	1	3	16	101	188	722	809	1185		
	2	35	17	10	7	1	1	2	50	667	736	1120				
	3	55	45	10	13	1	1	3	62	164	263	888	955	1134		
	4	55	20	10	19	1	1	1	52	971						
	5	15	30	10	26	1	1	3	6	517	610	783	841	1151		
	6	25	30	10	3	1	1	2	99	652	746	1547				
	7	20	50	10	5	1	1	3	30	601	685	743	829	1559		
	8	10	43	10	9	1	1	2	27	785	839	1263				
	9	55	60	10	16	1	1	2	86	558	618	1109				
	10	30	60	10	16	1	1	2	66	695	751	1184				
	11	20	65	10	12	1	1	3	45	278	363	901	951	1698		
	12	50	35	10	19	1	1	3	71	330	427	495	590	1068		
	13	30	25	10	23	1	1	2	45	405	459	1107				
	14	15	10	10	20	1	1	1	81	1017						
	15	30	5	10	8	1	1	1	89	990						
	16	10	20	10	19	1	1	3	3	117	174	356	438	1118		
	17	5	30	10	2	1	1	2	99	882	977	1564				
	18	20	40	10	12	1	1	2	83	371	437	1299				
	19	15	60	10	17	1	1	3	34	260	357	769	844	932		
	20	45	65	10	9	1	1	3	36	431	505	781	837	916		
	21	45	20	10	11	1	1	2	61	619	687	977				
	22	45	10	10	18	1	1	2	80	514	600	1376				
	23	55	5	10	29	1	1	2	68	632	719	963				
	24	65	35	10	3	1	1	2	37	453	551	1410				
	25	65	20	10	6	1	1	2	45	834	898	1283				
	26	45	30	10	17	1	1	3	36	216	269	916	989	1358		
	27	35	40	10	16	1	1	3	92	692	761	891	985	1447		
	28	41	37	10	16	1	1	3	36	571	629	730	816	1759		
	29	64	42	10	9	1	1	2	71	233	290	989				
	30	40	60	10	21	1	1	2	98	631	684	1043				
	31	31	52	10	27	1	1	2	20	836	892	1094				
	32	35	69	10	23	1	1	3	5	348	420	799	867	979		
	33	53	52	10	11	1	1	2	15	189	272	1196				
	34	65	55	10	14	1	1	1	19	964						
	35	63	65	10	8	1	1	2	38	347	426	1375				
	36	2	60	10	5	1	1	3	85	435	533	775	831	1447		
	37	20	20	10	8	1	1	3	90	313	366	666	740	937		
	38	5	5	10	16	1	1	2	87	457	520	1355				
	39	60	12	10	31	1	1	2	79	821	894	1290				
	40	40	25	10	9	1	1	3	8	232	311	515	597	1430		
	41	42	7	10	5	1	1	2	57	800	863	1465				
	42	24	12	10	5	1	1	2	67	686	738	970				
	43	23	3	10	7	1	1	3	9	266	317	710	770	1459		
	44	11	14	10	18	1	1	2	82	451	522	1264				
	45	6	38	10	16	1	1	3	74	168	242	397	473	1394		
	46	2	48	10	1	1	1	3	93	421	511	704	786	994		
	47	8	56	10	27	1	1	2	1	608	666	1504				
	48	13	52	10	36	1	1	3	90	434	493	793	858	1527		
	49	6	68	10	30	1	1	2	30	502	576	943				
	50	47	47	10	13	1	1	3	49	218	294	651	719	1625		
	51	49	58	10	10	1	1	2	14	639	702	1205				
	52	27	43	10	9	1	1	1	49	968						
	53	37	31	10	14	1	1	1	97	1045						
	54	57	29	10	18	1	1	2	83	202	261	1124				
	55	63	23	10	2	1	1	2	25	284	383	952				
	56	53	12	10	6	1	1	2	90	724	806	1666				
	57	32	12	10	7	1	1	2	68	579	631	1341				
	58	36	26	10	18	1	1	2	50	761	836	930				
	59	21	24	10	28	1	1	2	37	486	564	1445				
	60	17	34	10	3	1	1	2	64	812	886	1194				
	61	12	24	10	13	1	1	2	55	452	528	1040				
	62	24	58	10	19	1	1	1	23	988						
	63	27	69	10	10	1	1	3	0	149	238	617	714	1537		
	64	15	77	10	9	1	1	2	7	435	487	1227				
	65	62	77	10	20	1	1	2	57	548	622	1334				
	66	49	73	10	25	1	1	2	36	338	429	1062				
	67	67	5	10	25	1	1	2	53	775	874	1266				
	68	56	39	10	36	1	1	2	89	783	870	1545				
	69	37	47	10	6	1	1	1	49	991						
	70	37	56	10	5	1	1	2	18	491	567	1328				
	71	57	68	10	15	1	1	2	59	299	371	1348				
	72	47	16	10	25	1	1	2	23	789	862	1143				
	73	44	17	10	9	1	1	2	95	856	934	1853				
	74	46	13	10	8	1	1	3	36	132	185	861	944	1437		
	75	49	11	10	18	1	1	2	85	922	985	1557				
	76	49	42	10	13	1	1	2	60	623	677	1605				
	77	53	43	10	14	1	1	1	74	987						
	78	61	52	10	3	1	1	2	51	417	479	1175				
	79	57	48	10	23	1	1	1	90	945						
	80	56	37	10	6	1	1	2	79	875	965	1512				
	81	55	54	10	26	1	1	3	22	147	207	932	995	1223		
	82	15	47	10	16	1	1	1	46	985						
	83	14	37	10	11	1	1	2	85	149	230	973				
	84	11	31	10	7	1	1	2	60	683	738	1384				
	85	16	22	10	41	1	1	4	29	276	369	460	518	864	937	1647
	86	4	18	10	35	1	1	3	83	189	288	868	950	1066		
	87	28	18	10	26	1	1	2	17	486	537	1432				
	88	26	52	10	9	1	1	2	92	420	514	1472				
	89	26	35	10	15	1	1	3	79	736	824	899	949	1144		
	90	31	67	10	3	1	1	2	58	767	841	1646				
	91	15	19	10	1	1	1	2	21	330	386	1118				
	92	22	22	10	2	1	1	1	39	978						
	93	18	24	10	22	1	1	1	20	975						
	94	26	27	10	27	1	1	2	46	678	738	1731				
	95	25	24	10	20	1	1	2	66	464	529	1394				
	96	22	27	10	11	1	1	1	69	1049						
	97	25	21	10	12	1	1	2	40	718	786	1329				
	98	19	21	10	10	1	1	2	98	910	996	1612				
	99	20	26	10	9	1	1	3	60	268	366	829	923	1400		
100	18	18	10	17	1	1	1	3	40	265	338	704	802	1562		
