4	9	100	1								
0	200										
0	40	50	0	0	0	0	0	240			
1	25	85	10	20	1	1	1	3	204		
2	22	75	10	30	1	1	1	6	235		
3	22	85	10	10	1	1	1	14	220		
4	20	80	10	40	1	1	1	7	221		
5	20	85	10	20	1	1	1	9	218		
6	18	75	10	20	1	1	1	15	220		
7	15	75	10	20	1	1	1	15	228		
8	15	80	10	10	1	1	1	1	222		
9	10	35	10	20	1	1	1	7	212		
10	10	40	10	30	1	1	1	10	222		
11	8	40	10	40	1	1	1	6	227		
12	8	45	10	20	1	1	1	10	246		
13	5	35	10	10	1	1	1	9	215		
14	5	45	10	10	1	1	1	3	241		
15	2	40	10	20	1	1	1	7	229		
16	0	40	10	20	1	1	1	2	204		
17	0	45	10	20	1	1	1	3	213		
18	44	5	10	20	1	1	1	13	223		
19	42	10	10	40	1	1	1	4	212		
20	42	15	10	10	1	1	1	19	240		
21	40	5	10	10	1	1	1	10	245		
22	40	15	10	40	1	1	1	1	216		
23	38	5	10	30	1	1	1	15	229		
24	38	15	10	10	1	1	1	0	212		
25	35	5	10	20	1	1	1	14	253		
26	95	30	10	30	1	1	1	11	222		
27	95	35	10	20	1	1	1	7	218		
28	92	30	10	10	1	1	1	4	204		
29	90	35	10	10	1	1	1	5	219		
30	88	30	10	10	1	1	1	14	233		
31	88	35	10	20	1	1	1	17	234		
32	87	30	10	10	1	1	1	8	216		
33	85	25	10	10	1	1	1	13	219		
34	85	35	10	30	1	1	1	13	237		
35	67	85	10	20	1	1	1	12	217		
36	65	85	10	40	1	1	1	1	235		
37	65	82	10	10	1	1	1	11	233		
38	62	80	10	30	1	1	1	3	218		
39	60	80	10	10	1	1	1	0	229		
40	60	85	10	30	1	1	1	13	250		
41	58	75	10	20	1	1	1	4	220		
42	55	80	10	10	1	1	1	18	236		
43	55	85	10	20	1	1	1	12	235		
44	55	82	10	10	1	1	1	12	232		
45	20	82	10	10	1	1	1	1	226		
46	18	80	10	10	1	1	1	10	235		
47	2	45	10	10	1	1	1	15	226		
48	42	5	10	10	1	1	1	6	231		
49	42	12	10	10	1	1	1	1	231		
50	72	35	10	30	1	1	1	16	253		
51	55	20	10	19	1	1	1	19	248		
52	25	30	10	3	1	1	1	5	236		
53	20	50	10	5	1	1	1	17	252		
54	55	60	10	16	1	1	1	12	241		
55	30	60	10	16	1	1	1	9	217		
56	50	35	10	19	1	1	2	0	202	107	311
57	30	25	10	23	1	1	1	13	239		
58	15	10	10	20	1	1	1	16	225		
59	10	20	10	19	1	1	1	3	207		
60	15	60	10	17	1	1	1	19	249		
61	45	65	10	9	1	1	1	1	223		
62	65	35	10	3	1	1	1	15	249		
63	65	20	10	6	1	1	1	12	218		
64	45	30	10	17	1	1	1	15	238		
65	35	40	10	16	1	1	1	16	226		
66	41	37	10	16	1	1	1	4	217		
67	64	42	10	9	1	1	1	8	232		
68	40	60	10	21	1	1	1	18	233		
69	31	52	10	27	1	1	2	0	128	19	239
70	35	69	10	23	1	1	1	14	220		
71	65	55	10	14	1	1	1	7	231		
72	63	65	10	8	1	1	1	9	218		
73	2	60	10	5	1	1	1	6	211		
74	20	20	10	8	1	1	1	8	232		
75	5	5	10	16	1	1	1	12	230		
76	60	12	10	31	1	1	1	10	233		
77	23	3	10	7	1	1	1	7	217		
78	8	56	10	27	1	1	1	1	210		
79	6	68	10	30	1	1	1	8	213		
80	47	47	10	13	1	1	1	10	221		
81	49	58	10	10	1	1	2	0	126	15	247
82	27	43	10	9	1	1	1	17	232		
83	37	31	10	14	1	1	1	3	208		
84	57	29	10	18	1	1	1	12	249		
85	63	23	10	2	1	1	1	10	213		
86	21	24	10	28	1	1	1	15	223		
87	12	24	10	13	1	1	1	2	225		
88	24	58	10	19	1	1	1	17	232		
89	67	5	10	25	1	1	1	7	242		
90	37	47	10	6	1	1	1	4	211		
91	49	42	10	13	1	1	1	8	226		
92	53	43	10	14	1	1	1	4	215		
93	61	52	10	3	1	1	1	7	225		
94	57	48	10	23	1	1	1	14	214		
95	56	37	10	6	1	1	1	7	212		
96	55	54	10	26	1	1	1	6	208		
97	4	18	10	35	1	1	1	1	207		
98	26	52	10	9	1	1	1	7	210		
99	26	35	10	15	1	1	1	12	237		
100	31	67	10	3	1	1	1	1	215		
