4	9	100	1											
0	200													
	0	35	35	0	0	0	0	0	230					
	1	41	49	10	10	1	1	1	3	56				
	2	35	17	10	7	1	1	2	6	130	161	286		
	3	55	45	10	13	1	1	2	13	66	105	178		
	4	55	20	10	19	1	1	2	3	101	146	208		
	5	15	30	10	26	1	1	2	4	73	113	215		
	6	25	30	10	3	1	1	1	10	91				
	7	20	50	10	5	1	1	2	18	107	148	250		
	8	10	43	10	9	1	1	1	3	149				
	9	55	60	10	16	1	1	2	7	112	151	230		
	10	30	60	10	16	1	1	2	8	79	128	230		
	11	20	65	10	12	1	1	2	13	111	148	206		
	12	50	35	10	19	1	1	1	14	132				
	13	30	25	10	23	1	1	2	14	162	193	253		
	14	15	10	10	20	1	1	2	7	77	121	196		
	15	30	5	10	8	1	1	2	0	64	111	205		
	16	10	20	10	19	1	1	2	13	123	155	245		
	17	5	30	10	2	1	1	2	2	68	105	236		
	18	20	40	10	12	1	1	2	13	157	194	307		
	19	15	60	10	17	1	1	2	11	122	161	243		
	20	45	65	10	9	1	1	2	6	120	165	241		
	21	45	20	10	11	1	1	2	19	143	181	265		
	22	45	10	10	18	1	1	3	0	56	88	151	194	310
	23	55	5	10	29	1	1	2	2	94	140	208		
	24	65	35	10	3	1	1	3	12	78	119	177	208	334
	25	65	20	10	6	1	1	2	17	150	184	267		
	26	45	30	10	17	1	1	2	8	120	153	250		
	27	35	40	10	16	1	1	2	18	139	172	254		
	28	41	37	10	16	1	1	2	7	93	132	205		
	29	64	42	10	9	1	1	2	11	99	141	244		
	30	40	60	10	21	1	1	2	10	87	131	251		
	31	31	52	10	27	1	1	2	12	155	188	315		
	32	35	69	10	23	1	1	2	2	109	157	297		
	33	53	52	10	11	1	1	2	3	97	138	208		
	34	65	55	10	14	1	1	2	17	95	125	238		
	35	63	65	10	8	1	1	2	12	98	134	190		
	36	2	60	10	5	1	1	2	15	127	158	223		
	37	20	20	10	8	1	1	2	12	142	175	288		
	38	5	5	10	16	1	1	3	6	66	98	173	216	337
	39	60	12	10	31	1	1	3	17	73	104	165	200	310
	40	40	25	10	9	1	1	2	13	104	150	227		
	41	42	7	10	5	1	1	2	1	95	138	225		
	42	24	12	10	5	1	1	2	9	113	155	288		
	43	23	3	10	7	1	1	2	0	127	165	249		
	44	11	14	10	18	1	1	2	11	115	156	237		
	45	6	38	10	16	1	1	2	3	148	193	275		
	46	2	48	10	1	1	1	2	5	101	132	193		
	47	8	56	10	27	1	1	3	1	77	116	181	217	355
	48	13	52	10	36	1	1	2	13	118	166	225		
	49	6	68	10	30	1	1	1	9	147				
	50	47	47	10	13	1	1	2	3	137	176	246		
	51	49	58	10	10	1	1	2	3	61	107	215		
	52	27	43	10	9	1	1	2	16	151	195	341		
	53	37	31	10	14	1	1	2	18	82	123	200		
	54	57	29	10	18	1	1	1	4	137				
	55	63	23	10	2	1	1	2	7	80	115	187		
	56	53	12	10	6	1	1	3	19	81	129	185	220	297
	57	32	12	10	7	1	1	2	1	93	135	255		
	58	36	26	10	18	1	1	2	0	95	127	251		
	59	21	24	10	28	1	1	2	5	141	174	317		
	60	17	34	10	3	1	1	2	19	156	205	303		
	61	12	24	10	13	1	1	2	0	108	141	274		
	62	24	58	10	19	1	1	2	14	148	197	279		
	63	27	69	10	10	1	1	2	6	100	139	222		
	64	15	77	10	9	1	1	2	14	90	129	191		
	65	62	77	10	20	1	1	2	1	87	117	211		
	66	49	73	10	25	1	1	2	19	98	134	242		
	67	67	5	10	25	1	1	2	6	105	139	211		
	68	56	39	10	36	1	1	2	0	75	107	188		
	69	37	47	10	6	1	1	2	7	156	201	301		
	70	37	56	10	5	1	1	1	19	87				
	71	57	68	10	15	1	1	2	2	151	192	261		
	72	47	16	10	25	1	1	2	10	82	123	228		
	73	44	17	10	9	1	1	2	15	79	125	267		
	74	46	13	10	8	1	1	3	5	100	138	190	228	358
	75	49	11	10	18	1	1	2	14	158	207	311		
	76	49	42	10	13	1	1	2	11	142	181	322		
	77	53	43	10	14	1	1	2	19	87	128	214		
	78	61	52	10	3	1	1	2	1	133	173	264		
	79	57	48	10	23	1	1	2	11	84	129	263		
	80	56	37	10	6	1	1	2	3	142	188	240		
	81	55	54	10	26	1	1	2	4	91	121	198		
	82	15	47	10	16	1	1	2	14	158	196	282		
	83	14	37	10	11	1	1	2	3	75	116	213		
	84	11	31	10	7	1	1	2	5	153	196	253		
	85	16	22	10	41	1	1	2	10	111	153	257		
	86	4	18	10	35	1	1	2	17	134	178	293		
	87	28	18	10	26	1	1	2	6	124	163	306		
	88	26	52	10	9	1	1	2	15	115	145	224		
	89	26	35	10	15	1	1	2	19	84	122	254		
	90	31	67	10	3	1	1	2	3	88	120	256		
	91	15	19	10	1	1	1	2	1	117	164	231		
	92	22	22	10	2	1	1	2	7	113	147	272		
	93	18	24	10	22	1	1	2	12	128	171	250		
	94	26	27	10	27	1	1	3	3	90	127	181	212	327
	95	25	24	10	20	1	1	1	17	149				
	96	22	27	10	11	1	1	3	16	92	123	186	229	342
	97	25	21	10	12	1	1	2	5	135	177	268		
	98	19	21	10	10	1	1	3	11	77	118	170	204	334
	99	20	26	10	9	1	1	1	14	94				
	100	18	18	10	17	1	1	2	16	147	193	336		
