4	3	100	1										
0	1000												
0	40	50	0	0	0	0	0	960					
1	25	85	10	20	1	1	2	31	242	416	768		
2	22	75	10	30	1	1	2	9	435	552	964		
3	22	85	10	10	1	1	2	67	418	529	848		
4	20	80	10	40	1	1	2	37	381	559	797		
5	20	85	10	20	1	1	2	152	456	579	837		
6	18	75	10	20	1	1	2	110	416	604	915		
7	15	75	10	20	1	1	3	90	449	580	793	925	1286
8	15	80	10	10	1	1	2	101	575	691	1064		
9	10	35	10	20	1	1	2	186	400	577	828		
10	10	40	10	30	1	1	3	93	431	543	761	888	1351
11	8	40	10	40	1	1	2	66	483	609	830		
12	8	45	10	20	1	1	2	39	387	530	794		
13	5	35	10	10	1	1	2	131	477	614	839		
14	5	45	10	10	1	1	2	105	424	524	815		
15	2	40	10	20	1	1	3	18	248	376	748	905	1270
16	0	40	10	20	1	1	2	17	335	449	881		
17	0	45	10	20	1	1	2	48	355	504	928		
18	44	5	10	20	1	1	3	27	389	533	744	890	1349
19	42	10	10	40	1	1	3	129	378	515	774	934	1255
20	42	15	10	10	1	1	2	33	418	527	985		
21	40	5	10	10	1	1	2	112	482	594	844		
22	40	15	10	40	1	1	3	6	210	394	664	829	1311
23	38	5	10	30	1	1	2	42	368	469	882		
24	38	15	10	10	1	1	2	111	359	538	920		
25	35	5	10	20	1	1	2	112	496	641	939		
26	95	30	10	30	1	1	2	52	280	410	842		
27	95	35	10	20	1	1	2	179	406	588	1032		
28	92	30	10	10	1	1	2	66	557	663	986		
29	90	35	10	10	1	1	2	140	526	665	1059		
30	88	30	10	10	1	1	2	27	268	433	832		
31	88	35	10	20	1	1	2	161	429	539	865		
32	87	30	10	10	1	1	2	148	602	758	1257		
33	85	25	10	10	1	1	2	106	543	722	941		
34	85	35	10	30	1	1	2	116	366	525	749		
35	67	85	10	20	1	1	2	48	277	462	911		
36	65	85	10	40	1	1	3	35	376	514	818	922	1406
37	65	82	10	10	1	1	2	186	684	801	1288		
38	62	80	10	30	1	1	3	70	378	527	798	911	1120
39	60	80	10	10	1	1	2	151	480	593	819		
40	60	85	10	30	1	1	2	48	433	577	887		
41	58	75	10	20	1	1	2	80	319	446	868		
42	55	80	10	10	1	1	2	141	552	732	1053		
43	55	85	10	20	1	1	2	113	439	553	895		
44	55	82	10	10	1	1	2	103	328	448	854		
45	20	82	10	10	1	1	2	110	548	738	968		
46	18	80	10	10	1	1	2	72	537	732	1110		
47	2	45	10	10	1	1	2	110	371	492	775		
48	42	5	10	10	1	1	2	149	358	493	830		
49	42	12	10	10	1	1	2	135	336	474	882		
50	72	35	10	30	1	1	2	91	391	569	955		
51	55	20	10	19	1	1	2	1	216	408	781		
52	25	30	10	3	1	1	2	83	401	581	1049		
53	20	50	10	5	1	1	2	33	422	573	924		
54	55	60	10	16	1	1	3	139	383	501	815	931	1195
55	30	60	10	16	1	1	2	49	349	520	755		
56	50	35	10	19	1	1	3	43	286	458	774	877	1245
57	30	25	10	23	1	1	2	97	429	561	1056		
58	15	10	10	20	1	1	2	21	476	636	858		
59	10	20	10	19	1	1	2	152	445	586	1034		
60	15	60	10	17	1	1	3	30	290	426	664	783	1213
61	45	65	10	9	1	1	2	59	432	566	781		
62	65	35	10	3	1	1	3	72	291	433	830	931	1428
63	65	20	10	6	1	1	2	104	572	755	1092		
64	45	30	10	17	1	1	2	176	423	530	931		
65	35	40	10	16	1	1	2	171	391	584	815		
66	41	37	10	16	1	1	2	37	519	696	957		
67	64	42	10	9	1	1	2	60	438	628	1006		
68	40	60	10	21	1	1	2	52	546	740	1054		
69	31	52	10	27	1	1	2	38	523	702	999		
70	35	69	10	23	1	1	2	98	492	671	1007		
71	65	55	10	14	1	1	2	114	606	723	962		
72	63	65	10	8	1	1	2	9	214	332	709		
73	2	60	10	5	1	1	3	12	291	440	686	819	1283
74	20	20	10	8	1	1	2	157	644	766	1169		
75	5	5	10	16	1	1	2	158	619	775	1056		
76	60	12	10	31	1	1	2	176	404	508	869		
77	23	3	10	7	1	1	2	44	517	624	851		
78	8	56	10	27	1	1	2	36	488	634	896		
79	6	68	10	30	1	1	2	125	573	691	945		
80	47	47	10	13	1	1	2	124	571	752	1207		
81	49	58	10	10	1	1	2	110	529	655	1029		
82	27	43	10	9	1	1	3	26	279	393	680	807	1283
83	37	31	10	14	1	1	2	161	375	557	823		
84	57	29	10	18	1	1	2	43	355	497	783		
85	63	23	10	2	1	1	3	18	283	385	693	814	1215
86	21	24	10	28	1	1	2	89	395	593	829		
87	12	24	10	13	1	1	2	64	526	698	1145		
88	24	58	10	19	1	1	2	25	372	551	1003		
89	67	5	10	25	1	1	3	4	292	398	702	847	1251
90	37	47	10	6	1	1	2	21	443	634	978		
91	49	42	10	13	1	1	2	57	466	594	879		
92	53	43	10	14	1	1	2	179	467	648	893		
93	61	52	10	3	1	1	2	142	633	774	1078		
94	57	48	10	23	1	1	2	6	412	570	809		
95	56	37	10	6	1	1	2	62	479	629	1124		
96	55	54	10	26	1	1	2	4	306	449	883		
97	4	18	10	35	1	1	2	172	453	583	916		
98	26	52	10	9	1	1	2	133	596	787	1217		
99	26	35	10	15	1	1	2	101	347	510	765		
100	31	67	10	3	1	1	3	139	417	566	803	955	1251
