4	9	100	1													
0	200															
	0	35	35	0	0	0	0	0	230							
	1	41	49	10	10	1	1	2	3	56	187	217				
	2	35	17	10	7	1	1	2	15	99	143	198				
	3	55	45	10	13	1	1	2	3	101	146	208				
	4	55	20	10	19	1	1	2	4	73	113	215				
	5	15	30	10	26	1	1	2	10	91	134	160				
	6	25	30	10	3	1	1	3	10	151	148	186	184	291		
	7	20	50	10	5	1	1	2	11	138	173	259				
	8	10	43	10	9	1	1	2	1	99	146	208				
	9	55	60	10	16	1	1	2	4	103	141	212				
	10	30	60	10	16	1	1	3	15	101	110	140	138	246		
	11	20	65	10	12	1	1	3	11	116	138	158	160	261		
	12	50	35	10	19	1	1	3	0	64	98	172	207	292		
	13	30	25	10	23	1	1	2	3	121	154	271				
	14	15	10	10	20	1	1	3	17	84	68	102	131	190		
	15	30	5	10	8	1	1	2	4	57	123	159				
	16	10	20	10	19	1	1	3	12	127	148	174	168	253		
	17	5	30	10	2	1	1	3	1	114	104	130	156	238		
	18	20	40	10	12	1	1	2	1	126	174	233				
	19	15	60	10	17	1	1	3	6	153	151	179	184	275		
	20	45	65	10	9	1	1	4	0	56	88	151	144	180	194	310
	21	45	20	10	11	1	1	2	3	63	108	242				
	22	45	10	10	18	1	1	3	11	93	92	118	138	275		
	23	55	5	10	29	1	1	3	12	90	105	127	132	235		
	24	65	35	10	3	1	1	2	18	106	146	200				
	25	65	20	10	6	1	1	2	6	146	188	253				
	26	45	30	10	17	1	1	2	12	108	149	237				
	27	35	40	10	16	1	1	2	5	116	154	240				
	28	41	37	10	16	1	1	2	14	115	153	276				
	29	64	42	10	9	1	1	2	7	141	179	314				
	30	40	60	10	21	1	1	2	15	85	127	212				
	31	31	52	10	27	1	1	2	19	128	161	215				
	32	35	69	10	23	1	1	2	11	81	115	192				
	33	53	52	10	11	1	1	2	15	68	105	200				
	34	65	55	10	14	1	1	2	14	64	101	220				
	35	63	65	10	8	1	1	2	11	61	64	102				
	36	2	60	10	5	1	1	1	8	97						
	37	20	20	10	8	1	1	2	12	142	175	288				
	38	5	5	10	16	1	1	3	6	66	98	173	216	337		
	39	60	12	10	31	1	1	4	17	73	56	92	104	165	200	310
	40	40	25	10	9	1	1	2	5	120	154	284				
	41	42	7	10	5	1	1	2	18	143	184	255				
	42	24	12	10	5	1	1	1	13	100						
	43	23	3	10	7	1	1	2	0	149	196	282				
	44	11	14	10	18	1	1	2	13	155	187	244				
	45	6	38	10	16	1	1	1	2	141						
	46	2	48	10	1	1	1	2	18	165	199	268				
	47	8	56	10	27	1	1	2	5	153	201	289				
	48	13	52	10	36	1	1	2	15	97	145	290				
	49	6	68	10	30	1	1	2	10	124	169	264				
	50	47	47	10	13	1	1	3	4	28	18	86	117	193		
	51	49	58	10	10	1	1	2	13	144	180	252				
	52	27	43	10	9	1	1	4	1	74	121	178	188	224	216	312
	53	37	31	10	14	1	1	3	0	16	16	151	195	341		
	54	57	29	10	18	1	1	2	5	147	190	299				
	55	63	23	10	2	1	1	2	16	70	116	188				
	56	53	12	10	6	1	1	2	4	91	129	207				
	57	32	12	10	7	1	1	2	0	86	143	175				
	58	36	26	10	18	1	1	2	5	92	132	241				
	59	21	24	10	28	1	1	3	19	81	129	185	220	297		
	60	17	34	10	3	1	1	2	1	93	135	255				
	61	12	24	10	13	1	1	2	0	95	127	251				
	62	24	58	10	19	1	1	3	5	141	126	156	174	317		
	63	27	69	10	10	1	1	2	9	156	200	347				
	64	15	77	10	9	1	1	3	19	101	107	143	138	238		
	65	62	77	10	20	1	1	2	8	147	183	263				
	66	49	73	10	25	1	1	3	6	135	124	162	182	239		
	67	67	5	10	25	1	1	2	10	75	83	105				
	68	56	39	10	36	1	1	2	5	81	113	235				
	69	37	47	10	6	1	1	2	9	91	123	218				
	70	37	56	10	5	1	1	2	5	105	146	291				
	71	57	68	10	15	1	1	3	12	99	80	118	138	279		
	72	47	16	10	25	1	1	2	17	134	183	273				
	73	44	17	10	9	1	1	2	10	129	161	259				
	74	46	13	10	8	1	1	2	10	99	131	256				
	75	49	11	10	18	1	1	2	17	157	196	311				
	76	49	42	10	13	1	1	2	13	68	100	200				
	77	53	43	10	14	1	1	2	9	103	133	210				
	78	61	52	10	3	1	1	2	10	132	165	314				
	79	57	48	10	23	1	1	3	18	126	117	149	161	257		
	80	56	37	10	6	1	1	2	9	80	126	207				
	81	55	54	10	26	1	1	2	16	136	181	320				
	82	15	47	10	16	1	1	1	15	99						
	83	14	37	10	11	1	1	2	11	156	189	328				
	84	11	31	10	7	1	1	2	12	111	121	145				
	85	16	22	10	41	1	1	2	2	119	149	277				
	86	4	18	10	35	1	1	2	8	149	186	262				
	87	28	18	10	26	1	1	2	11	108	141	253				
	88	26	52	10	9	1	1	3	14	134	142	172	171	274		
	89	26	35	10	15	1	1	3	0	26	15	127	169	250		
	90	31	67	10	3	1	1	2	5	130	174	311				
	91	15	19	10	1	1	1	4	15	65	56	78	114	179	217	349
	92	22	22	10	2	1	1	2	15	118	165	274				
	93	18	24	10	22	1	1	2	19	128	171	266				
	94	26	27	10	27	1	1	2	12	112	150	227				
	95	25	24	10	20	1	1	2	1	91	121	191				
	96	22	27	10	11	1	1	2	7	109	139	205				
	97	25	21	10	12	1	1	3	16	92	123	186	229	342		
	98	19	21	10	10	1	1	2	5	135	177	268				
	99	20	26	10	9	1	1	4	11	77	118	170	183	203	204	334
	100	18	18	10	17	1	1	2	7	129	175	306				
