4	3	100	1												
0	700														
0	40	50	0	0	0	0	0	3390							
1	52	75	90	10	1	1	2	3	1021	2273	3527				
2	45	70	90	30	1	1	4	15	1186	1656	2681	2251	3747	3153	4238
3	62	69	90	10	1	1	3	7	1258	1669	2867	3334	4349		
4	60	66	90	10	1	1	2	4	1242	1331	2571				
5	42	65	90	10	1	1	2	15	1079	2460	3914				
6	16	42	90	20	1	1	2	3	1399	1851	2967				
7	58	70	90	20	1	1	3	12	1039	1538	2841	3276	4344		
8	34	60	90	20	1	1	3	17	1202	1655	2815	3219	4455		
9	28	70	90	10	1	1	2	6	1275	1766	2965				
10	35	66	90	10	1	1	3	3	1292	1696	2929	3333	4519		
11	35	69	90	10	1	1	3	15	1101	1537	2813	3259	4404		
12	25	85	90	20	1	1	1	5	1443						
13	22	75	90	30	1	1	1	6	1369						
14	22	85	90	10	1	1	1	13	1147						
15	20	80	90	40	1	1	2	4	1106	1558	2774				
16	20	85	90	40	1	1	2	17	1412	1860	3117				
17	18	75	90	20	1	1	3	15	1196	1635	2928	3358	4632		
18	15	75	90	20	1	1	1	14	1354						
19	15	80	90	10	1	1	2	14	1507	1916	2966				
20	30	50	90	10	1	1	2	10	1297	1724	3096				
21	30	56	90	20	1	1	3	0	1074	1494	2618	3043	4222		
22	28	52	90	20	1	1	4	2	1272	1716	2734	2417	3525	3180	4613
23	14	66	90	10	1	1	3	3	1346	757	1945	1765	3101		
24	25	50	90	10	1	1	2	13	1317	1730	2931				
25	22	66	90	40	1	1	4	17	1105	711	1795	1592	2640	3098	4382
26	8	62	90	10	1	1	2	7	1416	900	1996				
27	23	52	90	10	1	1	2	14	1271	1672	3039				
28	4	55	90	20	1	1	2	16	1133	811	2281				
29	20	50	90	10	1	1	2	7	1325	1767	3048				
30	20	55	90	10	1	1	2	9	1486	1962	3420				
31	10	35	90	20	1	1	3	3	1069	1529	2819	3271	4670		
32	10	40	90	30	1	1	2	6	1298	1761	2987				
33	8	40	90	40	1	1	3	1	1259	1736	2874	3338	4489		
34	8	45	90	20	1	1	2	15	1149	1558	2588				
35	5	35	90	10	1	1	2	16	1423	1920	3291				
36	5	45	90	10	1	1	2	17	1042	1504	2953				
37	2	40	90	20	1	1	2	7	1330	1775	3001				
38	0	40	90	30	1	1	2	0	1033	1447	2516				
