4	11	100	1										
0	200												
0	40	50	0	0	0	0	0	1236					
1	45	68	90	10	1	1	1	68	175				
2	45	70	90	30	1	1	2	141	390	495	745		
3	42	66	90	10	1	1	3	299	433	592	890	1025	1225
4	42	68	90	10	1	1	2	12	134	257	492		
5	42	65	90	10	1	1	2	198	341	453	592		
6	40	69	90	20	1	1	3	143	424	543	801	953	1099
7	40	66	90	20	1	1	2	257	368	567	788		
8	38	68	90	20	1	1	1	236	406				
9	38	70	90	10	1	1	2	132	408	555	761		
10	35	66	90	10	1	1	1	221	383				
11	35	69	90	10	1	1	1	376	555				
12	25	85	90	20	1	1	2	67	282	386	579		
13	22	75	90	30	1	1	2	399	508	685	819		
14	22	85	90	10	1	1	2	119	291	439	631		
15	20	80	90	40	1	1	1	361	486				
16	20	85	90	40	1	1	1	299	432				
17	18	75	90	20	1	1	2	111	225	374	609		
18	15	75	90	20	1	1	1	178	321				
19	15	80	90	10	1	1	2	325	624	775	1051		
20	30	50	90	10	1	1	2	35	271	377	552		
21	30	52	90	20	1	1	3	310	482	621	838	968	1177
22	28	52	90	20	1	1	1	295	531				
23	28	55	90	10	1	1	3	307	604	713	833	961	1176
24	25	50	90	10	1	1	2	210	425	552	801		
25	25	52	90	40	1	1	2	319	437	538	667		
26	25	55	90	10	1	1	1	147	288				
27	23	52	90	10	1	1	1	205	454				
28	23	55	90	20	1	1	3	59	267	411	518	664	937
29	20	50	90	10	1	1	1	283	464				
30	20	55	90	10	1	1	1	81	315				
31	10	35	90	20	1	1	2	251	431	571	804		
32	10	40	90	30	1	1	1	72	295				
33	8	40	90	40	1	1	3	358	477	635	848	960	1093
34	8	45	90	20	1	1	3	79	256	407	597	770	1012
35	5	35	90	10	1	1	1	96	202				
36	5	45	90	10	1	1	3	271	559	694	921	1063	1275
37	2	40	90	20	1	1	1	8	250				
38	0	40	90	30	1	1	3	378	568	681	896	1054	1186
39	0	45	90	20	1	1	2	214	473	631	854		
40	35	30	90	10	1	1	1	259	449				
41	35	32	90	10	1	1	1	262	427				
42	33	32	90	20	1	1	2	113	231	361	616		
43	33	35	90	10	1	1	2	110	274	380	631		
44	32	30	90	10	1	1	1	335	621				
45	30	30	90	10	1	1	3	399	647	788	957	1136	1249
46	30	32	90	30	1	1	1	369	479				
47	30	35	90	10	1	1	3	301	525	664	893	1038	1228
48	28	30	90	10	1	1	1	129	319				
49	28	35	90	10	1	1	1	57	164				
50	26	32	90	10	1	1	1	270	502				
51	25	30	90	10	1	1	1	347	492				
52	25	35	90	10	1	1	2	75	196	373	642		
53	44	5	90	20	1	1	3	378	591	746	1004	1183	1296
54	42	10	90	40	1	1	1	359	572				
55	42	15	90	10	1	1	3	190	380	496	638	746	967
56	40	5	90	30	1	1	2	40	292	475	625		
57	40	15	90	40	1	1	3	85	252	414	570	732	939
58	38	5	90	30	1	1	2	76	270	408	577		
59	38	15	90	10	1	1	3	210	318	514	812	929	1220
60	35	5	90	20	1	1	3	133	414	575	706	842	1014
61	50	30	90	10	1	1	1	12	211				
62	50	35	90	20	1	1	1	406	570				
63	50	40	90	50	1	1	2	324	510	623	740		
64	48	30	90	10	1	1	2	157	383	536	754		
65	48	40	90	10	1	1	2	152	302	403	591		
66	47	35	90	10	1	1	1	30	175				
67	47	40	90	10	1	1	1	171	297				
68	45	30	90	10	1	1	3	210	365	538	778	958	1139
69	45	35	90	10	1	1	3	348	593	778	954	1113	1297
70	95	30	90	30	1	1	2	65	194	387	601		
71	95	35	90	20	1	1	2	76	331	439	597		
72	53	30	90	10	1	1	2	84	321	456	707		
73	92	30	90	10	1	1	2	237	495	685	805		
74	53	35	90	50	1	1	3	156	333	529	799	936	1212
75	45	65	90	20	1	1	2	17	307	427	566		
76	90	35	90	10	1	1	3	184	377	497	629	756	971
77	88	30	90	10	1	1	1	12	167				
78	88	35	90	20	1	1	3	145	336	524	680	780	1006
79	87	30	90	10	1	1	3	160	398	511	619	781	954
80	85	25	90	10	1	1	1	196	363				
81	85	35	90	30	1	1	2	64	320	420	530		
82	75	55	90	20	1	1	2	34	319	462	641		
83	72	55	90	10	1	1	3	262	523	640	866	1017	1218
84	70	58	90	20	1	1	2	70	180	353	641		
85	68	60	90	30	1	1	1	156	401				
86	66	55	90	10	1	1	1	68	211				
87	65	55	90	20	1	1	2	43	318	443	609		
88	65	60	90	30	1	1	1	281	524				
89	63	58	90	10	1	1	1	160	305				
90	60	55	90	10	1	1	3	15	227	380	604	748	883
91	60	60	90	10	1	1	2	134	430	615	727		
92	67	85	90	20	1	1	1	248	363				
93	65	85	90	40	1	1	1	328	490				
94	65	82	90	10	1	1	3	271	453	633	788	904	1044
95	62	80	90	30	1	1	1	316	488				
96	60	80	90	10	1	1	1	133	342				
97	60	85	90	30	1	1	3	88	376	506	721	855	965
98	58	75	90	20	1	1	2	154	267	409	640		
99	55	80	90	10	1	1	3	149	251	405	683	866	1057
100	55	85	90	20	1	1	2	53	163	355	486		
