4	2	100	1														
0	1000																
0	35	35	0	0	0	0	0	1000									
1	41	49	10	10	1	1	3	3	77	164	545	640	912				
2	35	17	10	7	1	1	4	14	97	183	344	220	528	423	1117		
3	55	45	10	13	1	1	3	13	83	156	361	622	812				
4	55	20	10	19	1	1	3	2	180	275	837	926	1202				
5	15	30	10	26	1	1	2	10	211	263	663						
6	25	30	10	3	1	1	4	19	463	384	1008	530	668	736	1159		
7	20	50	10	5	1	1	3	9	403	228	626	468	546				
8	10	43	10	9	1	1	2	18	327	405	797						
9	55	60	10	16	1	1	2	0	352	404	696						
10	30	60	10	16	1	1	3	15	176	244	653	726	965				
11	20	65	10	12	1	1	2	5	624	710	868						
12	50	35	10	19	1	1	3	5	100	174	665	725	908				
13	30	25	10	23	1	1	2	19	413	507	1070						
14	15	10	10	20	1	1	4	7	113	196	285	372	657	726	1157		
15	30	5	10	8	1	1	3	0	247	332	824	923	1450				
16	10	20	10	19	1	1	3	1	116	180	604	682	1091				
17	5	30	10	2	1	1	2	1	307	364	917						
18	20	40	10	12	1	1	2	4	216	278	561						
19	15	60	10	17	1	1	3	14	387	444	845	917	991				
20	45	65	10	9	1	1	2	13	329	412	569						
21	45	20	10	11	1	1	3	8	304	186	498	387	833				
22	45	10	10	18	1	1	2	3	454	508	1118						
23	55	5	10	29	1	1	3	11	431	487	646	715	1297				
24	65	35	10	3	1	1	3	14	528	579	639	731	933				
25	65	20	10	6	1	1	3	12	490	568	848	909	1234				
26	45	30	10	17	1	1	3	18	360	416	842	921	1075				
27	35	40	10	16	1	1	4	11	461	533	795	677	939	849	1308		
28	41	37	10	16	1	1	3	1	387	475	704	786	1033				
29	64	42	10	9	1	1	2	15	239	293	382						
30	40	60	10	21	1	1	2	16	595	693	1226						
31	31	52	10	27	1	1	2	17	100	181	815						
32	35	69	10	23	1	1	3	7	478	550	894	966	1153				
33	53	52	10	11	1	1	2	2	142	224	705						
34	65	55	10	14	1	1	3	16	213	268	591	589	757				
35	63	65	10	8	1	1	3	19	570	457	717	665	1082				
36	2	60	10	5	1	1	2	15	632	705	1050						
37	20	20	10	8	1	1	3	11	114	168	712	803	1016				
38	5	5	10	16	1	1	3	4	272	353	585	666	1064				
39	60	12	10	31	1	1	2	7	283	335	1001						
40	40	25	10	9	1	1	2	19	715	773	1446						
41	42	7	10	5	1	1	2	12	162	230	516						
42	24	12	10	5	1	1	2	0	373	439	575						
43	23	3	10	7	1	1	2	8	455	509	1070						
44	11	14	10	18	1	1	3	12	409	477	691	741	1079				
45	6	38	10	16	1	1	2	1	198	254	381						
46	2	48	10	1	1	1	2	5	537	622	1003						
47	8	56	10	27	1	1	2	14	561	630	1230						
48	13	52	10	36	1	1	2	11	163	245	904						
49	6	68	10	30	1	1	5	5	176	6	454	253	358	418	915	982	1524
50	47	47	10	13	1	1	2	2	426	522	1157						
51	49	58	10	10	1	1	2	11	305	357	1024						
52	27	43	10	9	1	1	3	4	158	221	646	709	897				
53	37	31	10	14	1	1	2	9	564	628	907						
54	57	29	10	18	1	1	2	0	461	545	1052						
55	63	23	10	2	1	1	4	6	99	121	205	180	539	596	1153		
56	53	12	10	6	1	1	2	18	444	513	618						
57	32	12	10	7	1	1	2	16	648	729	1192						
58	36	26	10	18	1	1	3	1	288	385	546	603	1130				
59	21	24	10	28	1	1	3	3	300	358	548	641	1059				
60	17	34	10	3	1	1	2	14	140	197	691						
61	12	24	10	13	1	1	2	14	317	368	782						
62	24	58	10	19	1	1	3	3	401	476	812	878	1567				
63	27	69	10	10	1	1	2	2	605	685	784						
64	15	77	10	9	1	1	2	15	267	337	926						
65	62	77	10	20	1	1	4	16	247	276	824	305	486	554	686		
66	49	73	10	25	1	1	2	6	412	509	1048						
67	67	5	10	25	1	1	2	6	432	499	582						
68	56	39	10	36	1	1	3	7	100	171	649	699	1392				
69	37	47	10	6	1	1	2	10	640	731	1079						
70	37	56	10	5	1	1	2	18	171	224	711						
71	57	68	10	15	1	1	3	17	111	207	325	229	913				
72	47	16	10	25	1	1	3	4	180	232	788	859	1130				
73	44	17	10	9	1	1	3	11	418	497	751	827	1467				
74	46	13	10	8	1	1	3	19	319	388	615	694	1359				
75	49	11	10	18	1	1	4	6	185	97	441	282	850	942	1587		
76	49	42	10	13	1	1	4	5	359	413	540	632	887	985	1166		
77	53	43	10	14	1	1	4	3	138	188	268	347	428	646	814		
78	61	52	10	3	1	1	3	1	222	296	446	512	1134				
79	57	48	10	23	1	1	2	4	486	576	1248						
80	56	37	10	6	1	1	2	16	631	709	934						
81	55	54	10	26	1	1	4	18	129	181	581	478	828	667	1345		
82	15	47	10	16	1	1	5	1	202	296	392	319	503	462	811	870	1467
83	14	37	10	11	1	1	2	17	597	688	1000						
84	11	31	10	7	1	1	2	3	108	199	629						
85	16	22	10	41	1	1	2	16	619	706	1383						
86	4	18	10	35	1	1	2	11	535	598	1025						
87	28	18	10	26	1	1	3	2	167	224	463	526	1175				
88	26	52	10	9	1	1	3	3	494	585	666	757	950				
89	26	35	10	15	1	1	2	4	296	367	604						
90	31	67	10	3	1	1	3	1	193	244	528	588	1075				
91	15	19	10	1	1	1	3	12	417	490	771	870	998				
92	22	22	10	2	1	1	2	5	654	750	986						
93	18	24	10	22	1	1	3	16	284	355	878	963	1045				
94	26	27	10	27	1	1	3	9	117	209	346	412	976				
95	25	24	10	20	1	1	3	6	70	154	246	550	894				
96	22	27	10	11	1	1	2	2	534	629	992						
97	25	21	10	12	1	1	3	5	509	573	808	896	1564				
98	19	21	10	10	1	1	4	17	293	389	629	719	867	949	1107		
