4	14	100	1										
0	200												
0	40	50	0	0	0	0	0	240					
1	25	85	10	20	1	1	1	13	45				
2	22	75	10	30	1	1	2	27	109	141	223		
3	22	85	10	10	1	1	2	58	100	153	252		
4	20	80	10	40	1	1	2	2	40	79	156		
5	20	85	10	20	1	1	2	38	83	118	161		
6	18	75	10	20	1	1	2	27	120	157	242		
7	15	75	10	20	1	1	2	49	82	151	223		
8	15	80	10	10	1	1	1	45	99				
9	10	35	10	20	1	1	2	25	116	164	231		
10	10	40	10	30	1	1	1	43	94				
11	8	40	10	40	1	1	1	73	130				
12	8	45	10	20	1	1	2	13	83	114	176		
13	5	35	10	10	1	1	2	77	110	170	212		
14	5	45	10	10	1	1	2	23	78	127	189		
15	2	40	10	20	1	1	1	70	109				
16	0	40	10	20	1	1	1	58	99				
17	0	45	10	20	1	1	2	21	55	104	181		
18	44	5	10	20	1	1	1	34	79				
19	42	10	10	40	1	1	2	63	162	212	303		
20	42	15	10	10	1	1	2	6	83	115	171		
21	40	5	10	10	1	1	2	60	115	160	231		
22	40	15	10	40	1	1	1	57	134				
23	38	5	10	30	1	1	2	59	158	191	228		
24	38	15	10	10	1	1	2	40	110	151	233		
25	35	5	10	20	1	1	2	62	98	128	168		
26	95	30	10	30	1	1	1	28	72				
27	95	35	10	20	1	1	1	39	121				
28	92	30	10	10	1	1	3	11	78	125	157	205	295
29	90	35	10	10	1	1	1	55	113				
30	88	30	10	10	1	1	1	15	92				
31	88	35	10	20	1	1	2	48	106	152	228		
32	87	30	10	10	1	1	1	14	87				
33	85	25	10	10	1	1	2	69	105	158	227		
34	85	35	10	30	1	1	2	15	72	122	183		
35	67	85	10	20	1	1	1	18	50				
36	65	85	10	40	1	1	2	52	147	191	265		
37	65	82	10	10	1	1	1	1	80				
38	62	80	10	30	1	1	2	73	134	169	239		
39	60	80	10	10	1	1	2	41	126	179	252		
40	60	85	10	30	1	1	1	50	111				
41	58	75	10	20	1	1	1	50	102				
42	55	80	10	10	1	1	2	22	58	100	184		
43	55	85	10	20	1	1	2	21	73	105	187		
44	55	82	10	10	1	1	1	65	160				
45	20	82	10	10	1	1	2	77	159	205	259		
46	18	80	10	10	1	1	1	71	104				
47	2	45	10	10	1	1	2	58	131	176	251		
48	42	5	10	10	1	1	1	25	86				
49	42	12	10	10	1	1	1	11	43				
50	72	35	10	30	1	1	1	52	128				
51	55	20	10	19	1	1	1	67	112				
52	25	30	10	3	1	1	2	14	51	111	200		
53	20	50	10	5	1	1	2	73	142	194	279		
54	55	60	10	16	1	1	1	69	138				
55	30	60	10	16	1	1	3	36	97	133	177	210	282
56	50	35	10	19	1	1	2	7	90	153	200		
57	30	25	10	23	1	1	3	16	69	123	172	226	293
58	15	10	10	20	1	1	2	14	77	122	176		
59	10	20	10	19	1	1	2	40	72	140	239		
60	15	60	10	17	1	1	2	25	118	172	212		
61	45	65	10	9	1	1	1	2	66				
62	65	35	10	3	1	1	1	78	130				
63	65	20	10	6	1	1	2	62	122	157	193		
64	45	30	10	17	1	1	2	30	104	155	226		
65	35	40	10	16	1	1	2	29	76	106	167		
66	41	37	10	16	1	1	1	5	50				
67	64	42	10	9	1	1	1	33	72				
68	40	60	10	21	1	1	2	40	89	148	227		
69	31	52	10	27	1	1	2	67	147	211	267		
70	35	69	10	23	1	1	2	12	52	119	189		
71	65	55	10	14	1	1	2	14	98	131	181		
72	63	65	10	8	1	1	2	16	94	138	221		
73	2	60	10	5	1	1	2	46	131	197	234		
74	20	20	10	8	1	1	2	30	86	154	243		
75	5	5	10	16	1	1	2	3	99	137	180		
76	60	12	10	31	1	1	3	35	97	135	176	217	287
77	23	3	10	7	1	1	1	2	51				
78	8	56	10	27	1	1	3	28	89	154	203	233	307
79	6	68	10	30	1	1	3	31	109	144	177	232	287
80	47	47	10	13	1	1	1	38	91				
81	49	58	10	10	1	1	2	12	96	126	159		
82	27	43	10	9	1	1	2	6	100	147	204		
83	37	31	10	14	1	1	2	50	136	172	246		
84	57	29	10	18	1	1	2	13	46	105	200		
85	63	23	10	2	1	1	1	30	110				
86	21	24	10	28	1	1	1	13	58				
87	12	24	10	13	1	1	2	8	99	139	192		
88	24	58	10	19	1	1	1	54	134				
89	67	5	10	25	1	1	1	31	76				
90	37	47	10	6	1	1	2	3	72	123	196		
91	49	42	10	13	1	1	2	26	124	188	222		
92	53	43	10	14	1	1	1	48	83				
93	61	52	10	3	1	1	1	63	114				
94	57	48	10	23	1	1	2	52	111	173	222		
95	56	37	10	6	1	1	1	61	116				
96	55	54	10	26	1	1	1	25	93				
97	4	18	10	35	1	1	2	17	112	154	224		
98	26	52	10	9	1	1	2	30	64	111	187		
99	26	35	10	15	1	1	2	29	60	111	203		
100	31	67	10	3	1	1	2	10	43	109	150		
