4	19	100	1													
0	1000															
	0	35	35	0	0	0	0	0	1000							
	1	41	49	10	10	1	1	3	16	90	177	558	645	918		
	2	35	17	10	7	1	1	3	50	488	557	835	886	1010		
	3	55	45	10	13	1	1	4	62	148	247	691	758	896	964	1387
	4	55	20	10	19	1	1	2	52	696	754	1180				
	5	15	30	10	26	1	1	4	6	371	464	598	656	883	950	1472
	6	25	30	10	3	1	1	2	99	493	587	1150				
	7	20	50	10	5	1	1	3	30	436	520	576	662	1177		
	8	10	43	10	9	1	1	3	27	561	615	921	978	1531		
	9	55	60	10	16	1	1	3	86	425	485	837	921	1237		
	10	30	60	10	16	1	1	3	66	512	568	880	938	1389		
	11	20	65	10	12	1	1	3	45	220	305	689	739	1266		
	12	50	35	10	19	1	1	4	71	264	361	423	518	860	916	1342
	13	30	25	10	23	1	1	3	45	307	361	820	901	1164		
	14	15	10	10	20	1	1	2	81	737	824	1407				
	15	30	5	10	8	1	1	2	89	721	807	1261				
	16	10	20	10	19	1	1	4	3	96	153	293	375	856	917	994
	17	5	30	10	2	1	1	2	99	650	745	1162				
	18	20	40	10	12	1	1	2	83	296	362	967				
	19	15	60	10	17	1	1	4	34	204	301	599	674	750	848	1544
	20	45	65	10	9	1	1	4	36	322	396	600	656	725	824	1084
	21	45	20	10	11	1	1	3	61	458	526	740	790	1128		
	22	45	10	10	18	1	1	2	80	393	479	1026				
	23	55	5	10	29	1	1	3	68	469	556	739	819	1097		
	24	65	35	10	3	1	1	2	37	337	435	1038				
	25	65	20	10	6	1	1	2	45	600	664	943				
	26	45	30	10	17	1	1	3	36	174	227	685	758	1026		
	27	35	40	10	16	1	1	3	92	518	587	692	786	1118		
	28	41	37	10	16	1	1	3	36	417	475	560	646	1307		
	29	64	42	10	9	1	1	3	71	197	254	748	817	1015		
	30	40	60	10	21	1	1	3	98	478	531	792	847	1450		
	31	31	52	10	27	1	1	3	20	594	650	804	892	1176		
	32	35	69	10	23	1	1	4	5	256	328	603	671	764	835	1313
	33	53	52	10	11	1	1	3	15	149	232	880	936	1033		
	34	65	55	10	14	1	1	2	19	681	769	951				
	35	63	65	10	8	1	1	2	38	265	344	1009				
	36	2	60	10	5	1	1	3	85	340	438	619	675	1112		
	37	20	20	10	8	1	1	4	90	258	311	532	606	756	822	1444
	38	5	5	10	16	1	1	2	87	356	419	1006				
	39	60	12	10	31	1	1	2	79	603	676	963				
	40	40	25	10	9	1	1	3	8	177	256	411	493	1079		
	41	42	7	10	5	1	1	2	57	581	644	1071				
	42	24	12	10	5	1	1	3	67	506	558	733	794	1389		
	43	23	3	10	7	1	1	3	9	201	252	536	596	1083		
	44	11	14	10	18	1	1	2	82	350	421	944				
	45	6	38	10	16	1	1	3	74	154	228	349	425	1071		
	46	2	48	10	1	1	1	4	93	333	423	571	653	811	888	1216
	47	8	56	10	27	1	1	2	1	432	490	1079				
	48	13	52	10	36	1	1	3	90	341	400	621	686	1159		
	49	6	68	10	30	1	1	3	30	368	442	709	769	1217		
	50	47	47	10	13	1	1	3	49	180	256	516	584	1220		
	51	49	58	10	10	1	1	3	14	458	521	881	951	1095		
	52	27	43	10	9	1	1	2	49	694	755	1028				
	53	37	31	10	14	1	1	2	97	761	821	1076				
	54	57	29	10	18	1	1	3	83	180	239	845	944	1364		
	55	63	23	10	2	1	1	3	25	218	317	722	807	1348		
	56	53	12	10	6	1	1	2	90	539	621	1225				
	57	32	12	10	7	1	1	2	68	433	485	987				
	58	36	26	10	18	1	1	3	50	552	627	707	794	1103		
	59	21	24	10	28	1	1	2	37	360	438	1057				
	60	17	34	10	3	1	1	3	64	592	666	892	976	1393		
	61	12	24	10	13	1	1	3	55	342	418	784	835	1124		
	62	24	58	10	19	1	1	2	23	699	791	1201				
	63	27	69	10	10	1	1	3	0	118	207	482	579	1158		
	64	15	77	10	9	1	1	3	7	315	367	889	957	1509		
	65	62	77	10	20	1	1	2	57	409	483	986				
	66	49	73	10	25	1	1	3	36	258	349	797	892	1532		
	67	67	5	10	25	1	1	3	53	563	662	946	999	1229		
	68	56	39	10	36	1	1	2	89	580	667	1145				
	69	37	47	10	6	1	1	3	49	709	782	874	957	1646		
	70	37	56	10	5	1	1	2	18	357	433	970				
	71	57	68	10	15	1	1	2	59	239	311	995				
	72	47	16	10	25	1	1	3	23	563	636	844	914	1447		
	73	44	17	10	9	1	1	2	95	631	709	1353				
	74	46	13	10	8	1	1	3	36	117	170	648	731	1084		
	75	49	11	10	18	1	1	2	85	673	736	1143				
	76	49	42	10	13	1	1	2	60	461	515	1166				
	77	53	43	10	14	1	1	2	74	714	790	1310				
	78	61	52	10	3	1	1	3	51	317	379	871	937	1101		
	79	57	48	10	23	1	1	2	90	691	747	1400				
	80	56	37	10	6	1	1	2	79	639	729	1119				
	81	55	54	10	26	1	1	3	22	123	183	695	758	930		
	82	15	47	10	16	1	1	2	46	704	764	1194				
	83	14	37	10	11	1	1	3	85	144	225	749	838	1327		
	84	11	31	10	7	1	1	2	60	502	557	1015				
	85	16	22	10	41	1	1	4	29	213	306	384	442	694	767	1268
	86	4	18	10	35	1	1	4	83	171	270	683	765	860	930	1094
	87	28	18	10	26	1	1	2	17	353	404	1032				
	88	26	52	10	9	1	1	2	92	332	426	1097				
	89	26	35	10	15	1	1	4	79	544	632	699	749	898	994	1285
	90	31	67	10	3	1	1	2	58	559	633	1200				
	91	15	19	10	1	1	1	3	21	248	304	821	872	1482		
	92	22	22	10	2	1	1	2	39	697	767	1315				
	93	18	24	10	22	1	1	2	20	689	768	1169				
	94	26	27	10	27	1	1	2	46	494	554	1249				
	95	25	24	10	20	1	1	2	66	354	419	1026				
	96	22	27	10	11	1	1	2	69	755	847	1130				
	97	25	21	10	12	1	1	2	40	520	588	975				
	98	19	21	10	10	1	1	2	98	669	755	1192				
	99	20	26	10	9	1	1	3	60	218	316	648	742	1084		
100	18	18	10	17	1	1	1	3	40	209	282	548	646	1182		
