4	10	100	1											
0	200													
	0	35	35	0	0	0	0	0	230					
	1	41	49	10	10	1	1	1	3	106				
	2	35	17	10	7	1	1	1	6	180				
	3	55	45	10	13	1	1	2	13	116	189	312		
	4	55	20	10	19	1	1	1	3	151				
	5	15	30	10	26	1	1	2	4	123	199	351		
	6	25	30	10	3	1	1	1	10	141				
	7	20	50	10	5	1	1	1	18	157				
	8	10	43	10	9	1	1	1	3	199				
	9	55	60	10	16	1	1	1	7	162				
	10	30	60	10	16	1	1	2	8	129	228	380		
	11	20	65	10	12	1	1	2	13	161	229	337		
	12	50	35	10	19	1	1	1	14	182				
	13	30	25	10	23	1	1	1	14	212				
	14	15	10	10	20	1	1	2	7	127	214	339		
	15	30	5	10	8	1	1	2	0	114	207	351		
	16	10	20	10	19	1	1	2	13	173	229	369		
	17	5	30	10	2	1	1	2	2	118	187	368		
	18	20	40	10	12	1	1	1	13	207				
	19	15	60	10	17	1	1	1	11	172				
	20	45	65	10	9	1	1	1	6	170				
	21	45	20	10	11	1	1	1	19	193				
	22	45	10	10	18	1	1	2	0	106	163	276		
	23	55	5	10	29	1	1	1	2	144				
	24	65	35	10	3	1	1	2	12	128	207	315		
	25	65	20	10	6	1	1	1	17	200				
	26	45	30	10	17	1	1	2	8	170	229	376		
	27	35	40	10	16	1	1	1	18	189				
	28	41	37	10	16	1	1	2	7	143	217	340		
	29	64	42	10	9	1	1	2	11	149	229	382		
	30	40	60	10	21	1	1	2	10	137	223	393		
	31	31	52	10	27	1	1	1	12	205				
	32	35	69	10	23	1	1	1	2	159				
	33	53	52	10	11	1	1	2	3	147	225	345		
	34	65	55	10	14	1	1	2	17	145	195	358		
	35	63	65	10	8	1	1	2	12	148	214	320		
	36	2	60	10	5	1	1	2	15	177	229	344		
	37	20	20	10	8	1	1	1	12	192				
	38	5	5	10	16	1	1	2	6	116	171	296		
	39	60	12	10	31	1	1	2	17	123	176	287		
	40	40	25	10	9	1	1	1	13	154				
	41	42	7	10	5	1	1	2	1	145	227	364		
	42	24	12	10	5	1	1	1	9	163				
	43	23	3	10	7	1	1	1	0	177				
	44	11	14	10	18	1	1	1	11	165				
	45	6	38	10	16	1	1	1	3	198				
	46	2	48	10	1	1	1	2	5	151	205	316		
	47	8	56	10	27	1	1	2	1	127	201	316		
	48	13	52	10	36	1	1	1	13	168				
	49	6	68	10	30	1	1	1	9	197				
	50	47	47	10	13	1	1	1	3	187				
	51	49	58	10	10	1	1	2	3	111	202	360		
	52	27	43	10	9	1	1	1	16	201				
	53	37	31	10	14	1	1	2	18	132	211	338		
	54	57	29	10	18	1	1	1	4	187				
	55	63	23	10	2	1	1	2	7	130	194	316		
	56	53	12	10	6	1	1	2	19	131	227	333		
	57	32	12	10	7	1	1	2	1	143	223	393		
	58	36	26	10	18	1	1	2	0	145	200	374		
	59	21	24	10	28	1	1	1	5	191				
	60	17	34	10	3	1	1	1	19	206				
	61	12	24	10	13	1	1	2	0	158	216	399		
	62	24	58	10	19	1	1	1	14	198				
	63	27	69	10	10	1	1	2	6	150	224	357		
	64	15	77	10	9	1	1	2	14	140	214	326		
	65	62	77	10	20	1	1	2	1	137	188	332		
	66	49	73	10	25	1	1	2	19	148	213	371		
	67	67	5	10	25	1	1	2	6	155	215	337		
	68	56	39	10	36	1	1	2	0	125	182	313		
	69	37	47	10	6	1	1	1	7	206				
	70	37	56	10	5	1	1	1	19	137				
	71	57	68	10	15	1	1	1	2	201				
	72	47	16	10	25	1	1	2	10	132	210	365		
	73	44	17	10	9	1	1	2	15	129	219	411		
	74	46	13	10	8	1	1	2	5	150	222	324		
	75	49	11	10	18	1	1	1	14	208				
	76	49	42	10	13	1	1	1	11	192				
	77	53	43	10	14	1	1	2	19	137	214	350		
	78	61	52	10	3	1	1	1	1	183				
	79	57	48	10	23	1	1	2	11	134	223	407		
	80	56	37	10	6	1	1	1	3	192				
	81	55	54	10	26	1	1	2	4	141	191	318		
	82	15	47	10	16	1	1	1	14	208				
	83	14	37	10	11	1	1	2	3	125	202	349		
	84	11	31	10	7	1	1	1	5	203				
	85	16	22	10	41	1	1	1	10	161				
	86	4	18	10	35	1	1	1	17	184				
	87	28	18	10	26	1	1	1	6	174				
	88	26	52	10	9	1	1	2	15	165	215	344		
	89	26	35	10	15	1	1	2	19	134	206	388		
	90	31	67	10	3	1	1	2	3	138	193	379		
	91	15	19	10	1	1	1	1	1	167				
	92	22	22	10	2	1	1	2	7	163	224	399		
	93	18	24	10	22	1	1	1	12	178				
	94	26	27	10	27	1	1	2	3	140	208	312		
	95	25	24	10	20	1	1	1	17	199				
	96	22	27	10	11	1	1	2	16	142	196	309		
	97	25	21	10	12	1	1	1	5	185				
	98	19	21	10	10	1	1	2	11	127	206	308		
	99	20	26	10	9	1	1	1	14	144				
	100	18	18	10	17	1	1	1	16	197				
