4	6	100	1																		
0	700																				
0	40	50	0	0	0	0	0	3390													
1	52	75	90	10	1	1	5	79	182	269	419	506	640	725	830	916	1033				
2	45	70	90	30	1	1	7	243	402	471	606	657	768	829	996	1056	1203	1262	1410	1499	1611
3	62	69	90	10	1	1	7	383	517	578	697	773	925	1006	1111	1210	1370	1437	1550	1618	1775
4	60	66	90	10	1	1	7	256	388	440	587	663	794	863	995	1071	1262	1320	1477	1529	1675
5	42	65	90	10	1	1	6	469	573	661	778	846	1001	1074	1203	1256	1404	1497	1609		
6	16	42	90	20	1	1	5	351	467	520	654	737	863	923	1072	1143	1264				
7	58	70	90	20	1	1	6	382	581	656	844	928	1076	1144	1252	1335	1441	1528	1664		
8	34	60	90	20	1	1	6	265	404	454	584	669	837	936	1109	1164	1338	1416	1525		
9	28	70	90	10	1	1	5	278	433	520	671	740	867	955	1064	1114	1228				
10	35	66	90	10	1	1	5	173	293	380	505	591	740	797	951	1023	1126				
11	35	69	90	10	1	1	7	105	251	335	475	558	674	742	861	941	1081	1151	1317	1397	1510
12	25	85	90	20	1	1	5	46	232	310	497	555	713	803	915	974	1112				
13	22	75	90	30	1	1	6	345	496	546	719	780	883	980	1164	1245	1410	1488	1623		
14	22	85	90	10	1	1	6	344	466	563	664	759	904	960	1117	1196	1312	1401	1561		
15	20	80	90	40	1	1	6	282	443	515	647	701	864	945	1077	1131	1282	1370	1497		
16	20	85	90	40	1	1	5	155	319	406	532	586	692	782	975	1062	1244				
17	18	75	90	20	1	1	7	198	332	421	527	579	706	800	989	1075	1237	1306	1470	1542	1687
18	15	75	90	20	1	1	5	151	296	347	453	510	623	705	871	932	1036				
19	15	80	90	10	1	1	7	52	194	286	404	503	680	775	931	1008	1187	1276	1382	1460	1592
20	30	50	90	10	1	1	7	219	395	455	601	681	797	876	984	1038	1214	1305	1430	1496	1681
21	30	56	90	20	1	1	5	300	428	509	662	735	879	946	1064	1161	1299				
22	28	52	90	20	1	1	5	481	632	729	925	1010	1127	1193	1383	1463	1578				
23	14	66	90	10	1	1	6	115	251	302	451	517	630	710	908	997	1140	1196	1304		
24	25	50	90	10	1	1	6	185	348	424	583	645	806	878	1014	1076	1177	1230	1352		
25	22	66	90	40	1	1	5	201	314	377	551	636	787	857	1030	1118	1298				
26	8	62	90	10	1	1	7	184	368	439	624	697	856	913	1027	1123	1280	1368	1532	1596	1714
27	23	52	90	10	1	1	5	333	487	574	694	774	909	987	1166	1261	1371				
28	4	55	90	20	1	1	7	183	321	419	604	672	860	957	1116	1175	1279	1375	1495	1567	1713
29	20	50	90	10	1	1	5	279	399	459	586	637	764	836	1013	1077	1212				
30	20	55	90	10	1	1	7	2	165	249	419	471	609	677	790	843	1005	1078	1211	1300	1462
31	10	35	90	20	1	1	5	4	109	205	362	431	539	633	776	857	1037				
32	10	40	90	30	1	1	6	245	362	430	581	639	744	830	1024	1110	1224	1283	1421		
33	8	40	90	40	1	1	5	274	390	445	632	694	827	912	1023	1080	1248				
34	8	45	90	20	1	1	5	352	490	541	697	773	935	1007	1124	1223	1373				
35	5	35	90	10	1	1	5	412	518	571	682	746	906	995	1126	1196	1378				
36	5	45	90	10	1	1	6	390	517	575	695	763	875	934	1110	1176	1330	1427	1602		
37	2	40	90	20	1	1	5	149	306	373	478	531	675	757	894	993	1135				
38	0	40	90	30	1	1	5	432	568	640	794	875	1058	1114	1219	1315	1430				
39	0	45	90	20	1	1	7	59	166	260	366	462	572	669	866	926	1045	1097	1274	1345	1479
40	36	18	90	10	1	1	5	363	553	632	786	865	996	1072	1262	1316	1450				
41	35	32	90	10	1	1	7	475	613	682	809	888	1082	1153	1262	1321	1516	1605	1737	1832	2027
42	33	32	90	20	1	1	7	248	412	501	646	709	855	909	1020	1112	1243	1341	1461	1517	1676
43	33	35	90	10	1	1	5	9	113	192	296	391	509	562	688	762	877				
44	32	20	90	10	1	1	7	89	222	305	446	506	672	762	957	1018	1185	1278	1411	1474	1656
45	30	30	90	10	1	1	6	270	434	488	656	732	924	1022	1126	1215	1387	1460	1596		
46	34	25	90	30	1	1	7	44	167	261	368	438	584	643	827	900	1020	1114	1295	1386	1526
47	30	35	90	10	1	1	6	88	206	264	372	463	621	713	878	976	1157	1215	1389		
48	36	40	90	10	1	1	7	353	455	534	691	773	899	955	1072	1129	1258	1321	1513	1596	1755
49	48	20	90	10	1	1	5	406	510	601	723	791	914	978	1100	1198	1340				
50	26	32	90	10	1	1	5	174	283	366	468	536	657	736	864	945	1099				
51	25	30	90	10	1	1	6	58	204	257	455	518	710	806	934	1000	1187	1273	1455		
52	25	35	90	10	1	1	6	342	447	512	673	727	865	921	1070	1159	1343	1407	1539		
53	44	5	90	20	1	1	5	31	165	237	405	492	596	670	781	857	1048				
54	42	10	90	40	1	1	7	138	267	364	492	585	762	855	989	1085	1214	1304	1419	1501	1617
55	42	15	90	10	1	1	6	425	579	653	850	937	1134	1204	1338	1395	1506	1590	1741		
56	40	5	90	30	1	1	5	283	396	487	588	686	803	889	1073	1172	1304				
57	38	15	90	40	1	1	6	150	287	350	540	622	740	807	938	1027	1129	1187	1330		
58	38	5	90	30	1	1	7	130	313	385	574	640	770	850	998	1087	1208	1261	1392	1476	1663
59	38	10	90	10	1	1	7	38	229	305	420	501	619	682	808	864	1036	1102	1251	1346	1498
60	35	5	90	20	1	1	6	214	321	379	481	560	722	796	928	983	1128	1203	1318		
61	50	30	90	10	1	1	7	69	229	292	439	509	623	687	837	916	1111	1185	1316	1373	1539
62	50	35	90	20	1	1	7	200	300	380	517	591	782	843	977	1073	1194	1274	1415	1500	1696
63	50	40	90	50	1	1	7	196	382	457	656	735	933	1031	1225	1285	1416	1478	1650	1715	1816
64	48	30	90	10	1	1	5	337	496	570	723	805	918	972	1117	1208	1315				
65	44	25	90	10	1	1	7	275	393	462	661	748	898	972	1083	1145	1267	1366	1520	1605	1780
66	47	35	90	10	1	1	5	460	578	677	829	888	1001	1064	1221	1316	1477				
67	47	40	90	10	1	1	7	232	397	486	599	660	808	885	1038	1096	1252	1336	1484	1536	1705
68	42	30	90	10	1	1	7	69	219	315	492	553	734	809	978	1053	1157	1244	1383	1455	1606
69	45	35	90	10	1	1	6	13	140	230	374	442	584	662	849	945	1099	1185	1379		
70	95	30	90	30	1	1	6	96	295	352	507	577	687	771	899	983	1165	1247	1420		
71	95	35	90	20	1	1	5	273	421	475	644	734	873	968	1126	1189	1335				
72	53	30	90	10	1	1	6	397	590	649	811	879	1078	1152	1307	1375	1528	1619	1721		
73	92	30	90	10	1	1	7	425	590	664	785	876	1007	1077	1183	1239	1391	1456	1631	1729	1873
74	53	35	90	50	1	1	5	409	564	635	813	878	1069	1160	1330	1417	1606				
75	45	65	90	20	1	1	5	199	301	351	461	550	684	781	962	1056	1212				
76	90	35	90	10	1	1	5	401	503	595	743	823	985	1038	1177	1229	1401				
77	72	45	90	10	1	1	7	111	248	298	425	505	654	730	857	913	1080	1131	1309	1387	1533
78	78	40	90	20	1	1	7	243	392	477	671	742	878	949	1140	1208	1334	1425	1586	1681	1871
79	87	30	90	10	1	1	6	84	206	283	430	489	651	736	902	978	1148	1247	1383		
80	85	25	90	10	1	1	5	320	427	492	626	725	912	987	1116	1193	1345				
81	85	35	90	30	1	1	6	153	330	413	574	656	845	944	1118	1175	1315	1402	1527		
82	75	55	90	20	1	1	7	132	307	393	580	664	803	899	1033	1086	1235	1334	1480	1539	1706
83	72	55	90	10	1	1	6	143	320	409	509	608	723	795	977	1064	1182	1271	1424		
84	70	58	90	20	1	1	6	217	402	501	680	776	897	963	1115	1174	1309	1364	1550		
85	86	46	90	30	1	1	6	289	409	481	678	732	898	990	1107	1187	1337	1407	1534		
86	66	55	90	10	1	1	7	475	631	699	855	916	1091	1164	1288	1358	1532	1603	1744	1840	2001
87	64	46	90	20	1	1	6	98	203	289	390	487	661	739	930	1010	1176	1259	1388		
88	65	60	90	30	1	1	7	121	298	358	507	581	754	830	1006	1064	1201	1269	1373	1426	1591
89	56	64	90	10	1	1	6	294	460	528	662	715	829	921	1103	1166	1320	1376	1560		
90	60	55	90	10	1	1	5	316	479	537	685	765	919	973	1165	1255	1420				
91	60	60	90	10	1	1	5	307	448	536	699	781	968	1055	1245	1321	1493				
92	67	85	90	20	1	1	7	464	646	725	841	920	1022	1082	1262	1334	1438	1520	1698	1773	1906
93	42	58	90	40	1	1	7	85	210	263	395	463	656	710	869	955	1085	1175	1310	1406	1587
94	65	82	90	10	1	1	7	449	639	722	834	897	1026	1078	1237	1330	1466	1565	1763	1842	2013
95	62	80	90	30	1	1	6	242	363	438	592	681	821	897	1076	1164	1345	1443	1564		
96	62	40	90	10	1	1	7	259	394	465	663	750	931	984	1126	1211	1333	1392	1512	1566	1693
97	60	85	90	30	1	1	6	45	197	280	450	541	716	812	933	1012	1158	1234	1355		
98	58	75	90	20	1	1	7	409	539	589	724	811	954	1004	1116	1202	1387	1470	1633	1718	1896
99	55	80	90	10	1	1	7	193	343	423	576	657	817	898	1008	1061	1236	1300	1439	1504	1635
100	55	85	90	20	1	1	7	16	160	213	393	453	604	656	785	850	1037	1121	1238	1317	1464
