4	9	100	1																	
0	200																			
	0	35	35	0	0	0	0	0	230											
	1	41	49	10	10	1	1	3	3	16	40	95	120	160						
	2	35	17	10	7	1	1	3	3	76	105	180	200	263						
	3	55	45	10	13	1	1	5	2	47	70	82	101	132	151	180	192	219		
	4	55	20	10	19	1	1	3	6	97	110	191	211	241						
	5	15	30	10	26	1	1	4	6	19	35	93	121	166	187	244				
	6	25	30	10	3	1	1	3	3	100	121	200	215	257						
	7	20	50	10	5	1	1	4	1	54	81	102	115	149	165	240				
	8	10	43	10	9	1	1	3	8	37	66	123	150	231						
	9	55	60	10	16	1	1	5	7	24	47	62	87	129	146	208	224	283		
	10	30	60	10	16	1	1	3	11	29	50	85	105	166						
	11	20	65	10	12	1	1	5	7	42	67	85	95	118	132	164	179	221		
	12	50	35	10	19	1	1	3	9	96	114	143	156	227						
	13	30	25	10	23	1	1	5	12	34	61	86	113	131	152	213	225	250		
	14	15	10	10	20	1	1	4	10	60	84	158	168	179	205	236				
	15	30	5	10	8	1	1	4	12	81	102	143	157	205	215	289				
	16	10	20	10	19	1	1	4	12	62	78	95	115	182	197	215				
	17	5	30	10	2	1	1	4	5	43	54	132	160	178	204	287				
	18	20	40	10	12	1	1	3	12	102	124	199	218	263						
	19	15	60	10	17	1	1	3	16	42	71	150	178	238						
	20	45	65	10	9	1	1	3	1	61	77	158	185	246						
	21	45	20	10	11	1	1	4	4	44	66	101	123	181	200	250				
	22	45	10	10	18	1	1	4	6	97	119	142	159	201	220	251				
	23	55	5	10	29	1	1	4	12	64	85	129	151	209	226	258				
	24	65	35	10	3	1	1	5	5	15	26	56	68	88	112	159	179	213		
	25	65	20	10	6	1	1	3	15	97	123	198	225	269						
	26	45	30	10	17	1	1	4	15	82	97	123	143	160	174	245				
	27	35	40	10	16	1	1	4	11	54	64	159	173	200	219	312				
	28	41	37	10	16	1	1	3	0	67	90	163	173	218						
	29	64	42	10	9	1	1	3	17	66	88	170	183	249						
	30	40	60	10	21	1	1	4	14	37	50	94	107	136	163	224				
	31	31	52	10	27	1	1	4	11	86	108	121	134	192	212	261				
	32	35	69	10	23	1	1	3	12	28	44	80	106	187						
	33	53	52	10	11	1	1	3	5	74	88	170	182	206						
	34	65	55	10	14	1	1	5	11	40	51	88	106	147	164	179	197	266		
	35	63	65	10	8	1	1	4	13	105	117	133	160	176	204	223				
	36	2	60	10	5	1	1	4	3	97	122	150	166	180	190	237				
	37	20	20	10	8	1	1	4	7	41	62	157	175	193	206	301				
	38	5	5	10	16	1	1	3	17	55	84	112	124	187						
	39	60	12	10	31	1	1	4	0	14	35	49	77	103	114	147				
	40	40	25	10	9	1	1	4	17	71	84	123	146	193	207	276				
	41	42	7	10	5	1	1	3	13	96	112	142	168	256						
	42	24	12	10	5	1	1	4	1	31	58	74	92	143	156	241				
	43	23	3	10	7	1	1	3	17	85	114	196	209	285						
	44	11	14	10	18	1	1	4	13	76	86	113	127	212	226	310				
	45	6	38	10	16	1	1	4	19	67	78	107	117	159	173	243				
	46	2	48	10	1	1	1	4	12	71	90	132	161	181	209	224				
	47	8	56	10	27	1	1	4	1	49	71	144	161	198	217	235				
	48	13	52	10	36	1	1	3	0	50	62	138	166	219						
