4	2	100	1										
0	1000												
0	40	50	0	0	0	0	0	960					
1	25	85	10	20	1	1	1	3	406				
2	22	75	10	30	1	1	2	6	480	585	1060		
3	22	85	10	10	1	1	2	11	510	645	1095		
4	20	80	10	40	1	1	2	4	451	570	1018		
5	20	85	10	20	1	1	1	18	496				
6	18	75	10	20	1	1	2	3	482	634	1057		
7	15	75	10	20	1	1	2	12	417	616	1076		
8	15	80	10	10	1	1	2	17	454	607	1039		
9	10	35	10	20	1	1	2	6	459	650	1089		
10	10	40	10	30	1	1	2	3	460	564	1010		
11	8	40	10	40	1	1	2	15	432	568	1023		
12	8	45	10	20	1	1	2	14	430	537	971		
13	5	35	10	10	1	1	2	9	476	597	1017		
14	5	45	10	10	1	1	2	19	471	659	1138		
15	2	40	10	20	1	1	2	7	415	582	988		
16	0	40	10	20	1	1	2	0	430	601	1069		
17	0	45	10	20	1	1	2	1	411	539	996		
18	44	5	10	20	1	1	2	1	440	554	1031		
19	42	10	10	40	1	1	2	4	428	326	760		
20	42	15	10	10	1	1	3	9	483	311	725	637	1110
21	40	5	10	10	1	1	2	17	461	359	805		
22	40	15	10	40	1	1	3	13	453	297	715	620	1036
23	38	5	10	30	1	1	2	12	452	592	1058		
24	38	15	10	10	1	1	2	3	464	251	737		
25	35	5	10	20	1	1	2	11	498	378	836		
26	95	30	10	30	1	1	1	16	428				
27	95	35	10	20	1	1	2	9	428	599	1050		
28	92	30	10	10	1	1	2	0	401	585	1008		
29	90	35	10	10	1	1	2	4	446	547	1018		
30	88	30	10	10	1	1	2	2	459	617	1033		
31	88	35	10	20	1	1	2	1	464	627	1059		
32	87	30	10	10	1	1	2	6	483	615	1079		
33	85	25	10	10	1	1	2	1	476	669	1078		
34	85	35	10	30	1	1	2	14	496	630	1127		
35	67	85	10	20	1	1	2	14	476	615	1079		
36	65	85	10	40	1	1	2	2	415	370	836		
37	65	82	10	10	1	1	2	4	408	550	1034		
38	62	80	10	30	1	1	2	18	474	629	1108		
39	60	80	10	10	1	1	2	4	450	610	1026		
40	60	85	10	30	1	1	3	5	414	362	814	599	1082
41	58	75	10	20	1	1	2	9	453	587	1005		
42	55	80	10	10	1	1	3	19	515	337	759	686	1103
43	55	85	10	20	1	1	3	2	405	334	812	603	1035
44	55	82	10	10	1	1	2	9	422	329	791		
45	20	82	10	10	1	1	2	10	469	594	1055		
46	18	80	10	10	1	1	2	0	444	566	991		
47	2	45	10	10	1	1	1	2	413				
48	42	5	10	10	1	1	3	5	479	330	810	649	1100
49	42	12	10	10	1	1	3	16	488	324	738	673	1111
50	72	35	10	30	1	1	2	12	505	623	1100		
51	55	20	10	19	1	1	2	4	472	607	1082		
52	25	30	10	3	1	1	2	18	428	566	1059		
53	20	50	10	5	1	1	2	7	495	690	1149		
54	55	60	10	16	1	1	2	11	431	545	971		
55	30	60	10	16	1	1	3	0	427	234	668	572	1049
56	50	35	10	19	1	1	2	12	500	670	1070		
57	30	25	10	23	1	1	3	0	438	240	702	574	987
58	15	10	10	20	1	1	2	1	416	573	973		
59	10	20	10	19	1	1	2	12	492	609	1072		
60	15	60	10	17	1	1	2	14	428	546	984		
61	45	65	10	9	1	1	2	5	438	315	725		
62	65	35	10	3	1	1	2	2	470	608	1030		
63	65	20	10	6	1	1	2	8	425	623	1073		
64	45	30	10	17	1	1	3	1	412	177	657	541	1001
65	35	40	10	16	1	1	2	2	418	594	1030		
66	41	37	10	16	1	1	1	6	460				
67	64	42	10	9	1	1	2	4	498	628	1085		
68	40	60	10	21	1	1	3	8	473	285	721	574	1073
69	31	52	10	27	1	1	2	9	463	626	1109		
70	35	69	10	23	1	1	2	17	423	278	688		
71	65	55	10	14	1	1	2	18	515	635	1054		
72	63	65	10	8	1	1	2	11	465	624	1055		
73	2	60	10	5	1	1	2	19	457	595	1022		
74	20	20	10	8	1	1	2	19	498	683	1174		
75	5	5	10	16	1	1	2	9	460	606	1085		
76	60	12	10	31	1	1	2	19	439	552	1011		
77	23	3	10	7	1	1	2	1	427	576	991		
78	8	56	10	27	1	1	2	16	511	633	1100		
79	6	68	10	30	1	1	2	16	503	659	1086		
80	47	47	10	13	1	1	3	0	246	13	468	660	1069
81	49	58	10	10	1	1	2	18	464	573	996		
82	27	43	10	9	1	1	2	9	497	589	1029		
83	37	31	10	14	1	1	3	4	423	248	656	604	1050
84	57	29	10	18	1	1	1	16	474				
85	63	23	10	2	1	1	2	16	501	675	1171		
86	21	24	10	28	1	1	2	5	463	580	1044		
87	12	24	10	13	1	1	2	5	497	496	954		
88	24	58	10	19	1	1	3	0	419	221	649	541	1024
89	67	5	10	25	1	1	2	4	500	636	1045		
90	37	47	10	6	1	1	2	5	442	596	1055		
91	49	42	10	13	1	1	2	9	444	642	1054		
92	53	43	10	14	1	1	2	6	493	665	1147		
93	61	52	10	3	1	1	2	2	451	484	968		
94	57	48	10	23	1	1	2	5	437	571	973		
95	56	37	10	6	1	1	2	9	420	573	1064		
96	55	54	10	26	1	1	2	17	494	680	1114		
97	4	18	10	35	1	1	2	17	471	619	1116		
98	26	52	10	9	1	1	2	2	443	594	1009		
99	26	35	10	15	1	1	2	2	405	506	964		
100	31	67	10	3	1	1	3	19	451	236	700	588	1038
