4	3	100	1								
0	1000										
0	40	50	0	0	0	0	0	960			
1	25	85	10	20	1	1	1	52	570		
2	22	75	10	30	1	1	1	109	982		
3	22	85	10	10	1	1	1	232	817		
4	20	80	10	40	1	1	2	10	567	762	1601
5	20	85	10	20	1	1	2	154	762	913	1511
6	18	75	10	20	1	1	1	111	1065		
7	15	75	10	20	1	1	1	199	726		
8	15	80	10	10	1	1	1	183	860		
9	10	35	10	20	1	1	1	102	1044		
10	10	40	10	30	1	1	1	172	828		
11	8	40	10	40	1	1	1	292	991		
12	8	45	10	20	1	1	1	52	841		
13	5	35	10	10	1	1	1	310	834		
14	5	45	10	10	1	1	1	93	774		
15	2	40	10	20	1	1	1	280	844		
16	0	40	10	20	1	1	1	232	815		
17	0	45	10	20	1	1	2	86	621	919	1758
18	44	5	10	20	1	1	1	138	745		
19	42	10	10	40	1	1	1	253	1252		
20	42	15	10	10	1	1	1	27	869		
21	40	5	10	10	1	1	1	241	922		
22	40	15	10	40	1	1	1	229	1069		
23	38	5	10	30	1	1	1	238	1231		
24	38	15	10	10	1	1	1	163	950		
25	35	5	10	20	1	1	2	248	794	899	1473
26	95	30	10	30	1	1	1	114	717		
27	95	35	10	20	1	1	1	159	1033		
28	92	30	10	10	1	1	1	46	816		
29	90	35	10	10	1	1	1	220	924		
30	88	30	10	10	1	1	1	63	899		
31	88	35	10	20	1	1	1	195	896		
32	87	30	10	10	1	1	1	56	864		
33	85	25	10	10	1	1	1	278	826		
34	85	35	10	30	1	1	1	61	755		
35	67	85	10	20	1	1	1	75	591		
36	65	85	10	40	1	1	1	211	1181		
37	65	82	10	10	1	1	1	6	861		
38	62	80	10	30	1	1	1	293	1018		
39	60	80	10	10	1	1	1	166	1065		
40	60	85	10	30	1	1	1	201	927		
41	58	75	10	20	1	1	1	203	867		
42	55	80	10	10	1	1	2	88	635	856	1744
43	55	85	10	20	1	1	2	85	745	869	1747
44	55	82	10	10	1	1	1	260	1226		
45	20	82	10	10	1	1	1	310	1181		
46	18	80	10	10	1	1	1	286	811		
47	2	45	10	10	1	1	1	234	1045		
48	42	5	10	10	1	1	1	100	825		
49	42	12	10	10	1	1	1	44	563		
50	72	35	10	30	1	1	1	210	1042		
51	55	20	10	19	1	1	1	269	882		
52	25	30	10	3	1	1	1	58	612		
53	20	50	10	5	1	1	1	294	1076		
54	55	60	10	16	1	1	1	279	1063		
55	30	60	10	16	1	1	1	147	874		
56	50	35	10	19	1	1	1	31	911		
57	30	25	10	23	1	1	1	66	733		
58	15	10	10	20	1	1	1	59	795		
59	10	20	10	19	1	1	1	163	683		
60	15	60	10	17	1	1	1	103	1057		
61	45	65	10	9	1	1	1	9	758		
62	65	35	10	3	1	1	1	315	976		
63	65	20	10	6	1	1	1	251	966		
64	45	30	10	17	1	1	1	122	938		
65	35	40	10	16	1	1	2	118	744	848	1569
66	41	37	10	16	1	1	1	23	636		
67	64	42	10	9	1	1	1	133	699		
68	40	60	10	21	1	1	1	163	801		
69	31	52	10	27	1	1	1	271	1134		
70	35	69	10	23	1	1	1	50	622		
71	65	55	10	14	1	1	1	59	948		
72	63	65	10	8	1	1	1	65	909		
73	2	60	10	5	1	1	1	184	1081		
74	20	20	10	8	1	1	1	121	813		
75	5	5	10	16	1	1	1	13	988		
76	60	12	10	31	1	1	1	142	875		
77	23	3	10	7	1	1	1	9	648		
78	8	56	10	27	1	1	1	112	840		
79	6	68	10	30	1	1	1	124	971		
80	47	47	10	13	1	1	1	152	819		
81	49	58	10	10	1	1	1	50	940		
82	27	43	10	9	1	1	1	27	990		
83	37	31	10	14	1	1	1	203	1106		
84	57	29	10	18	1	1	1	55	581		
85	63	23	10	2	1	1	1	121	985		
86	21	24	10	28	1	1	1	53	661		
87	12	24	10	13	1	1	1	33	972		
88	24	58	10	19	1	1	1	218	1075		
89	67	5	10	25	1	1	1	124	737		
90	37	47	10	6	1	1	1	12	792		
91	49	42	10	13	1	1	1	104	1096		
92	53	43	10	14	1	1	1	193	730		
93	61	52	10	3	1	1	1	254	909		
94	57	48	10	23	1	1	1	210	917		
95	56	37	10	6	1	1	1	245	925		
96	55	54	10	26	1	1	1	103	877		
97	4	18	10	35	1	1	1	69	1040		
98	26	52	10	9	1	1	2	120	653	924	1753
99	26	35	10	15	1	1	2	116	623	940	1886
100	31	67	10	3	1	1	1	41	567		
