4	3	100	1														
0	700																
0	40	50	0	0	0	0	0	3390									
1	52	75	90	10	1	1	3	3	621	895	1749	2515	3285				
2	45	70	90	30	1	1	5	14	639	911	1596	1855	2951	2692	3306	3186	4037
3	62	69	90	10	1	1	4	9	728	976	1684	1896	2594	2884	3878		
4	60	66	90	10	1	1	3	3	999	1251	1967	2172	3041				
5	42	65	90	10	1	1	4	19	922	1157	1825	2062	2949	3181	4223		
6	16	42	90	20	1	1	4	0	836	1089	1845	2084	2846	3098	4155		
7	58	70	90	20	1	1	4	9	690	927	1551	1847	2471	2748	3434		
8	34	60	90	20	1	1	4	5	786	1034	1865	2077	2707	2934	3972		
9	28	70	90	10	1	1	2	6	969	1195	1830						
10	35	66	90	10	1	1	4	4	851	1094	1801	2100	2964	3252	4247		
11	35	69	90	10	1	1	4	13	856	1093	1736	2003	2633	2908	3689		
12	25	85	90	20	1	1	4	10	808	1008	1759	2030	2970	3268	4235		
13	22	75	90	30	1	1	4	1	651	879	1767	2024	2900	3174	4029		
14	22	85	90	10	1	1	3	1	798	1012	1999	2223	2829				
15	20	80	90	40	1	1	2	5	784	1033	2007						
16	20	85	90	40	1	1	4	2	872	1116	1734	1980	3013	3253	3961		
17	18	75	90	20	1	1	4	13	696	933	1631	1891	2692	2932	3866		
18	15	75	90	20	1	1	3	3	911	543	1577	1120	2151				
19	15	80	90	10	1	1	5	3	895	487	1443	1176	1840	2059	2853	3104	3930
20	30	50	90	10	1	1	5	0	608	892	1609	1874	2944	2624	3504	3179	4097
21	30	56	90	20	1	1	4	0	455	14	724	1019	1628	1919	2744		
22	28	52	90	20	1	1	3	11	691	970	1873	2541	3401				
23	14	66	90	10	1	1	4	6	898	1161	1987	2219	2859	3110	4028		
24	25	50	90	10	1	1	3	15	753	1017	1768	2498	3258				
25	22	66	90	40	1	1	4	1	979	768	1738	1272	1917	2199	3206		
26	8	62	90	10	1	1	4	8	780	1059	1691	1896	2633	2922	3970		
27	23	52	90	10	1	1	4	9	808	1029	1854	2085	2910	3113	3746		
28	4	55	90	20	1	1	2	13	685	889	1817						
29	20	50	90	10	1	1	3	8	1029	1247	1901	2084	3108				
30	20	55	90	10	1	1	3	11	1110	1389	2448	2654	3531				
31	10	35	90	20	1	1	4	9	836	1052	1757	1965	2869	3145	4043		
32	10	40	90	30	1	1	4	6	1033	1261	1964	2217	3127	3371	4283		
33	8	40	90	40	1	1	3	18	808	1059	1679	1975	3071				
34	8	45	90	20	1	1	4	14	699	931	1985	2246	2923	3159	3940		
35	5	35	90	10	1	1	3	6	672	933	2026	1711	2525				
36	5	45	90	10	1	1	4	2	646	909	1743	2002	2793	3054	3921		
37	2	40	90	20	1	1	3	5	610	817	1530	1743	2402				
38	0	40	90	30	1	1	3	5	976	1246	2101	2341	3308				
39	0	45	90	20	1	1	3	14	996	1234	2257	2499	3526				
40	36	18	90	10	1	1	3	12	1080	1298	2287	2495	3242				
41	35	32	90	10	1	1	2	7	986	1265	2171						
42	33	32	90	20	1	1	5	18	668	275	1061	906	1971	2256	3045	3333	4413
43	33	35	90	10	1	1	3	0	1075	1295	1994	2240	3303				
44	32	20	90	10	1	1	3	5	893	646	1260	1120	1826				
45	30	30	90	10	1	1	4	7	835	1123	1864	2064	2980	3249	4200		
46	34	25	90	30	1	1	3	12	794	438	1276	1027	1660				
47	30	35	90	10	1	1	4	3	993	1193	1819	2111	3000	3239	3881		
48	36	40	90	10	1	1	4	0	437	16	1063	1326	2244	2494	3180		
49	48	20	90	10	1	1	3	3	629	902	1972	2244	2918				
50	26	32	90	10	1	1	3	4	694	950	1632	1842	2881				
51	25	30	90	10	1	1	3	2	731	999	1956	2178	2850				
52	25	35	90	10	1	1	3	11	975	1237	1856	2073	2941				
53	44	5	90	20	1	1	3	19	873	1079	1841	2052	3077				
54	42	10	90	40	1	1	2	5	907	1186	1941						
55	42	15	90	10	1	1	4	13	820	1100	1839	2055	2755	2991	3654		
56	40	5	90	30	1	1	3	15	777	998	2069	2299	3188				
57	38	15	90	40	1	1	3	7	640	882	1811	2012	3107				
58	38	5	90	30	1	1	3	10	1056	1339	2168	2373	3288				
59	38	10	90	10	1	1	2	18	697	904	1840						
60	35	5	90	20	1	1	2	17	651	944	1596						
61	50	30	90	10	1	1	4	3	1074	1351	2052	2286	2909	3112	3922		
62	50	35	90	20	1	1	3	6	902	1192	2089	2323	3192				
63	50	40	90	50	1	1	3	5	1096	1390	2181	2390	3285				
64	48	30	90	10	1	1	4	3	1078	1357	2120	1859	2887	2411	3486		
65	44	25	90	10	1	1	4	9	866	1112	2110	2321	3059	3290	3934		
66	47	35	90	10	1	1	4	19	720	933	1831	2035	2724	2928	3537		
67	47	40	90	10	1	1	5	1	733	982	1659	1892	2932	2580	3288	3173	3865
68	42	30	90	10	1	1	4	13	1022	1255	1966	1620	2560	2248	3283		
69	45	35	90	10	1	1	3	10	1070	1366	1990	1704	2668				
70	95	30	90	30	1	1	5	9	791	449	1145	1014	2069	2276	2921	3167	4208
71	95	35	90	20	1	1	3	16	846	386	1398	1086	2126				
72	53	30	90	10	1	1	4	3	694	910	1552	1834	2727	3012	3937		
73	92	30	90	10	1	1	4	14	1097	1366	2048	2321	2935	3193	4081		
74	53	35	90	50	1	1	3	5	673	965	1636	2286	3020				
75	45	65	90	20	1	1	4	3	942	1225	1849	2131	2841	3078	3795		
76	90	35	90	10	1	1	2	8	752	973	2057						
77	72	45	90	10	1	1	2	0	780	1001	1937						
78	78	40	90	20	1	1	3	11	753	1015	1888	2134	2911				
79	87	30	90	10	1	1	2	1	1093	1320	2381						
80	85	25	90	10	1	1	3	17	1077	1359	2126	2368	3332				
81	85	35	90	30	1	1	2	12	965	1203	1954						
82	75	55	90	20	1	1	2	2	848	1127	2147						
83	72	55	90	10	1	1	3	0	748	954	1728	1973	2913				
84	70	58	90	20	1	1	2	2	973	1264	2105						
85	86	46	90	30	1	1	4	5	954	574	1604	1182	1924	2201	3276		
86	66	55	90	10	1	1	3	3	1069	1285	2293	2535	3457				
87	64	46	90	20	1	1	3	19	1058	1355	2196	2430	3401				
88	65	60	90	30	1	1	2	13	868	1081	1699						
89	56	64	90	10	1	1	5	16	621	917	1606	1432	2282	1878	2899	3197	3960
90	60	55	90	10	1	1	3	18	773	991	1722	1953	2878				
91	60	60	90	10	1	1	4	15	626	842	1659	1394	2128	1942	3023		
92	67	85	90	20	1	1	4	6	828	1076	1843	2064	2970	3201	4200		
93	42	58	90	40	1	1	4	18	1001	1216	1855	2073	2937	3163	4080		
94	65	82	90	10	1	1	3	2	964	1196	2045	2335	3195				
95	62	80	90	30	1	1	3	8	643	859	1473	1732	2642				
96	62	40	90	10	1	1	3	9	855	1070	1726	2008	2867				
97	60	85	90	30	1	1	4	9	680	894	1627	1877	2681	2976	3724		
98	58	75	90	20	1	1	4	9	766	981	1914	2114	3077	3314	4121		
99	55	80	90	10	1	1	4	9	1066	1288	2059	2351	3060	3321	4129		
100	55	85	90	20	1	1	3	13	971	1211	2243	2493	3590				
