4	9	100	1													
0	200															
	0	35	35	0	0	0	0	0	230							
	1	41	49	10	10	1	1	2	3	75	109	219				
	2	35	17	10	7	1	1	2	3	129	168	296				
	3	55	45	10	13	1	1	2	2	103	136	208				
	4	55	20	10	19	1	1	3	6	148	137	165	171	304		
	5	15	30	10	26	1	1	2	10	105	132	227				
	6	25	30	10	3	1	1	2	9	92	119	192				
	7	20	50	10	5	1	1	2	5	145	179	262				
	8	10	43	10	9	1	1	2	4	90	120	224				
	9	55	60	10	16	1	1	2	7	130	161	291				
	10	30	60	10	16	1	1	2	13	83	117	244				
	11	20	65	10	12	1	1	3	10	126	134	162	151	280		
	12	50	35	10	19	1	1	2	2	115	143	216				
	13	30	25	10	23	1	1	3	0	22	12	92	129	213		
	14	15	10	10	20	1	1	2	14	125	145	273				
	15	30	5	10	8	1	1	2	14	101	140	211				
	16	10	20	10	19	1	1	2	11	130	159	255				
	17	5	30	10	2	1	1	3	15	106	103	131	127	201		
	18	20	40	10	12	1	1	2	5	138	175	249				
	19	15	60	10	17	1	1	2	7	128	157	263				
	20	45	65	10	9	1	1	2	3	81	116	253				
	21	45	20	10	11	1	1	2	15	154	183	289				
	22	45	10	10	18	1	1	3	5	91	86	124	121	240		
	23	55	5	10	29	1	1	2	19	129	168	315				
	24	65	35	10	3	1	1	2	3	98	125	243				
	25	65	20	10	6	1	1	2	5	124	152	251				
	26	45	30	10	17	1	1	2	8	136	171	305				
	27	35	40	10	16	1	1	3	5	89	119	195	219	344		
	28	41	37	10	16	1	1	2	11	111	131	277				
	29	64	42	10	9	1	1	2	0	120	153	279				
	30	40	60	10	21	1	1	2	17	121	153	287				
	31	31	52	10	27	1	1	2	14	95	118	218				
	32	35	69	10	23	1	1	2	11	139	171	244				
	33	53	52	10	11	1	1	2	12	88	114	207				
	34	65	55	10	14	1	1	2	5	127	151	285				
	35	63	65	10	8	1	1	2	11	98	119	213				
	36	2	60	10	5	1	1	2	13	156	178	253				
	37	20	20	10	8	1	1	2	3	148	183	269				
	38	5	5	10	16	1	1	3	7	98	111	131	129	274		
	39	60	12	10	31	1	1	2	4	142	173	321				
	40	40	25	10	9	1	1	2	5	147	170	245				
	41	42	7	10	5	1	1	2	13	136	175	262				
	42	24	12	10	5	1	1	2	13	127	165	242				
	43	23	3	10	7	1	1	2	16	118	142	227				
	44	11	14	10	18	1	1	3	11	94	82	120	127	262		
	45	6	38	10	16	1	1	3	13	96	88	110	130	202		
	46	2	48	10	1	1	1	2	4	141	165	301				
	47	8	56	10	27	1	1	2	19	123	144	231				
	48	13	52	10	36	1	1	2	12	125	154	252				
	49	6	68	10	30	1	1	2	1	104	136	262				
	50	47	47	10	13	1	1	2	0	106	128	257				
	51	49	58	10	10	1	1	2	3	147	170	305				
	52	27	43	10	9	1	1	2	6	135	157	259				
	53	37	31	10	14	1	1	3	0	23	5	147	180	264		
	54	57	29	10	18	1	1	2	17	108	134	239				
	55	63	23	10	2	1	1	2	5	125	159	249				
	56	53	12	10	6	1	1	2	1	100	120	225				
	57	32	12	10	7	1	1	2	19	112	138	254				
	58	36	26	10	18	1	1	2	4	92	120	264				
	59	21	24	10	28	1	1	2	19	129	167	283				
	60	17	34	10	3	1	1	2	17	153	184	268				
	61	12	24	10	13	1	1	2	2	132	156	265				
	62	24	58	10	19	1	1	2	11	96	128	219				
	63	27	69	10	10	1	1	2	9	142	172	260				
	64	15	77	10	9	1	1	2	1	126	156	279				
	65	62	77	10	20	1	1	3	5	111	103	137	139	211		
	66	49	73	10	25	1	1	2	3	152	174	288				
	67	67	5	10	25	1	1	2	1	126	162	263				
	68	56	39	10	36	1	1	2	9	123	150	262				
	69	37	47	10	6	1	1	2	16	111	139	214				
	70	37	56	10	5	1	1	2	8	140	166	309				
	71	57	68	10	15	1	1	3	0	82	83	115	111	247		
	72	47	16	10	25	1	1	2	0	132	163	270				
	73	44	17	10	9	1	1	2	8	106	134	277				
	74	46	13	10	8	1	1	2	14	137	167	293				
	75	49	11	10	18	1	1	2	6	103	142	281				
	76	49	42	10	13	1	1	2	2	104	138	228				
	77	53	43	10	14	1	1	2	0	93	116	249				
	78	61	52	10	3	1	1	3	7	103	103	133	140	224		
	79	57	48	10	23	1	1	2	8	99	130	268				
	80	56	37	10	6	1	1	2	18	136	157	259				
	81	55	54	10	26	1	1	2	13	106	141	282				
	82	15	47	10	16	1	1	2	1	123	156	263				
	83	14	37	10	11	1	1	2	5	118	140	277				
	84	11	31	10	7	1	1	2	17	149	187	308				
	85	16	22	10	41	1	1	2	15	121	147	268				
	86	4	18	10	35	1	1	2	6	90	128	204				
	87	28	18	10	26	1	1	2	18	152	190	327				
	88	26	52	10	9	1	1	2	10	120	148	258				
	89	26	35	10	15	1	1	3	0	24	19	106	133	269		
	90	31	67	10	3	1	1	2	13	139	175	305				
	91	15	19	10	1	1	1	2	4	120	158	269				
	92	22	22	10	2	1	1	2	12	140	175	299				
	93	18	24	10	22	1	1	2	18	113	133	238				
	94	26	27	10	27	1	1	2	3	97	126	251				
	95	25	24	10	20	1	1	2	10	148	173	294				
	96	22	27	10	11	1	1	2	8	150	175	292				
	97	25	21	10	12	1	1	2	8	149	187	280				
	98	19	21	10	10	1	1	4	15	87	79	107	107	189	227	326
	99	20	26	10	9	1	1	2	13	126	152	286				
	100	18	18	10	17	1	1	2	8	156	193	311				
