4	19	100	1											
0	1000													
	0	35	35	0	0	0	0	0	1000					
	1	41	49	10	10	1	1	2	16	245	419	1026		
	2	35	17	10	7	1	1	2	50	727	866	1347		
	3	55	45	10	13	1	1	2	62	306	505	1190		
	4	55	20	10	19	1	1	1	52	984				
	5	15	30	10	26	1	1	2	6	594	781	1084		
	6	25	30	10	3	1	1	2	99	722	910	1742		
	7	20	50	10	5	1	1	2	30	669	837	1044		
	8	10	43	10	9	1	1	2	27	823	932	1447		
	9	55	60	10	16	1	1	2	86	641	762	1333		
	10	30	60	10	16	1	1	2	66	753	866	1388		
	11	20	65	10	12	1	1	2	45	399	570	1181		
	12	50	35	10	19	1	1	2	71	447	642	857		
	13	30	25	10	23	1	1	2	45	506	614	1318		
	14	15	10	10	20	1	1	1	81	1027				
	15	30	5	10	8	1	1	1	89	1006				
	16	10	20	10	19	1	1	3	3	257	371	682	847	1578
	17	5	30	10	2	1	1	1	99	916				
	18	20	40	10	12	1	1	2	83	484	617	1501		
	19	15	60	10	17	1	1	2	34	382	576	1081		
	20	45	65	10	9	1	1	2	36	526	675	1065		
	21	45	20	10	11	1	1	2	61	689	825	1227		
	22	45	10	10	18	1	1	2	80	604	776	1588		
	23	55	5	10	29	1	1	2	68	700	875	1239		
	24	65	35	10	3	1	1	2	37	545	741	1622		
	25	65	20	10	6	1	1	2	45	867	995	1477		
	26	45	30	10	17	1	1	2	36	345	451	1154		
	27	35	40	10	16	1	1	2	92	755	894	1161		
	28	41	37	10	16	1	1	2	36	644	761	1004		
	29	64	42	10	9	1	1	2	71	365	479	1225		
	30	40	60	10	21	1	1	2	98	704	810	1270		
	31	31	52	10	27	1	1	2	20	865	977	1305		
	32	35	69	10	23	1	1	2	5	452	596	1073		
	33	53	52	10	11	1	1	2	15	319	486	1422		
	34	65	55	10	14	1	1	1	19	972				
	35	63	65	10	8	1	1	2	38	456	615	1572		
	36	2	60	10	5	1	1	2	85	538	735	1096		
	37	20	20	10	8	1	1	2	90	436	542	953		
	38	5	5	10	16	1	1	2	87	556	683	1544		
	39	60	12	10	31	1	1	1	79	862				
	40	40	25	10	9	1	1	2	8	354	512	842		
	41	42	7	10	5	1	1	2	57	841	967	1632		
	42	24	12	10	5	1	1	2	67	746	850	1204		
	43	23	3	10	7	1	1	2	9	383	485	974		
	44	11	14	10	18	1	1	2	82	550	692	1475		
	45	6	38	10	16	1	1	3	74	311	459	747	900	1833
	46	2	48	10	1	1	1	2	93	527	708	1028		
	47	8	56	10	27	1	1	2	1	670	787	1651		
	48	13	52	10	36	1	1	2	90	538	656	1067		
	49	6	68	10	30	1	1	2	30	585	733	1200		
	50	47	47	10	13	1	1	2	49	349	501	959		
	51	49	58	10	10	1	1	2	14	699	825	1406		
	52	27	43	10	9	1	1	1	49	981				
	53	37	31	10	14	1	1	1	97	1053				
	54	57	29	10	18	1	1	2	83	341	459	1343		
	55	63	23	10	2	1	1	2	25	401	599	1236		
	56	53	12	10	6	1	1	2	90	782	947	1829		
	57	32	12	10	7	1	1	2	68	656	761	1517		
	58	36	26	10	18	1	1	2	50	806	956	1193		
	59	21	24	10	28	1	1	2	37	573	729	1629		
	60	17	34	10	3	1	1	1	64	852				
	61	12	24	10	13	1	1	2	55	547	700	1289		
	62	24	58	10	19	1	1	1	23	994				
	63	27	69	10	10	1	1	2	0	283	461	938		
	64	15	77	10	9	1	1	2	7	525	629	1410		
	65	62	77	10	20	1	1	2	57	628	777	1534		
	66	49	73	10	25	1	1	2	36	448	631	1321		
	67	67	5	10	25	1	1	1	53	819				
	68	56	39	10	36	1	1	1	89	831				
	69	37	47	10	6	1	1	1	49	1000				
	70	37	56	10	5	1	1	2	18	574	727	1526		
	71	57	68	10	15	1	1	2	59	419	564	1544		
	72	47	16	10	25	1	1	2	23	826	972	1366		
	73	44	17	10	9	1	1	1	95	894				
	74	46	13	10	8	1	1	2	36	275	381	1108		
	75	49	11	10	18	1	1	1	85	948				
	76	49	42	10	13	1	1	2	60	692	801	1740		
	77	53	43	10	14	1	1	1	74	1001				
	78	61	52	10	3	1	1	2	51	517	642	1386		
	79	57	48	10	23	1	1	1	90	968				
	80	56	37	10	6	1	1	1	79	907				
	81	55	54	10	26	1	1	2	22	285	405	1173		
	82	15	47	10	16	1	1	1	46	995				
	83	14	37	10	11	1	1	2	85	297	460	1243		
	84	11	31	10	7	1	1	2	60	742	852	1554		
	85	16	22	10	41	1	1	3	29	395	582	817	934	1383
	86	4	18	10	35	1	1	2	83	330	529	1176		
	87	28	18	10	26	1	1	2	17	569	671	1582		
	88	26	52	10	9	1	1	2	92	526	714	1679		
	89	26	35	10	15	1	1	2	79	790	966	1187		
	90	31	67	10	3	1	1	2	58	813	962	1798		
	91	15	19	10	1	1	1	2	21	439	552	1327		
	92	22	22	10	2	1	1	1	39	987				
	93	18	24	10	22	1	1	1	20	982				
	94	26	27	10	27	1	1	2	46	736	857	1851		
	95	25	24	10	20	1	1	2	66	559	689	1575		
	96	22	27	10	11	1	1	1	69	1052				
	97	25	21	10	12	1	1	2	40	769	905	1520		
	98	19	21	10	10	1	1	1	98	939				
	99	20	26	10	9	1	1	2	60	393	589	1136		
100	18	18	10	17	1	1	1	2	40	387	533	999		
