4	9	100	1											
0	200													
	0	35	35	0	0	0	0	0	230					
	1	41	49	10	10	1	1	3	3	54	98	173	218	285
	2	35	17	10	7	1	1	2	3	88	137	223		
	3	55	45	10	13	1	1	3	2	71	114	165	204	265
	4	55	20	10	19	1	1	2	6	101	134	223		
	5	15	30	10	26	1	1	3	6	58	94	170	218	287
	6	25	30	10	3	1	1	2	3	101	142	230		
	7	20	50	10	5	1	1	3	1	75	122	178	211	274
	8	10	43	10	9	1	1	2	8	68	117	193		
	9	55	60	10	16	1	1	3	7	61	104	157	202	270
	10	30	60	10	16	1	1	3	11	65	106	170	210	288
	11	20	65	10	12	1	1	3	7	70	115	169	199	256
	12	50	35	10	19	1	1	2	9	102	140	200		
	13	30	25	10	23	1	1	3	12	68	115	173	220	274
	14	15	10	10	20	1	1	2	10	82	126	211		
	15	30	5	10	8	1	1	2	12	94	135	202		
	16	10	20	10	19	1	1	3	12	84	120	174	214	295
	17	5	30	10	2	1	1	2	5	71	102	189		
	18	20	40	10	12	1	1	2	12	106	148	234		
	19	15	60	10	17	1	1	2	16	75	124	212		
	20	45	65	10	9	1	1	2	1	78	114	203		
	21	45	20	10	11	1	1	3	4	70	112	176	218	294
	22	45	10	10	18	1	1	2	6	101	143	200		
	23	55	5	10	29	1	1	2	12	85	126	195		
	24	65	35	10	3	1	1	3	5	55	86	147	179	234
	25	65	20	10	6	1	1	2	15	105	151	237		
	26	45	30	10	17	1	1	2	15	97	132	191		
	27	35	40	10	16	1	1	2	11	79	109	206		
	28	41	37	10	16	1	1	2	0	81	124	209		
	29	64	42	10	9	1	1	2	17	88	130	220		
	30	40	60	10	21	1	1	3	14	71	104	173	206	266
	31	31	52	10	27	1	1	3	11	97	139	190	223	299
	32	35	69	10	23	1	1	3	12	65	101	165	211	300
	33	53	52	10	11	1	1	2	5	87	121	211		
	34	65	55	10	14	1	1	3	11	71	102	167	205	272
	35	63	65	10	8	1	1	2	13	109	141	194		
	36	2	60	10	5	1	1	2	3	100	145	205		
	37	20	20	10	8	1	1	2	7	70	111	208		
	38	5	5	10	16	1	1	3	17	82	131	191	223	302
	39	60	12	10	31	1	1	3	0	52	93	145	193	252
	40	40	25	10	9	1	1	2	17	91	124	190		
	41	42	7	10	5	1	1	2	13	103	139	200		
	42	24	12	10	5	1	1	3	1	62	109	162	200	273
	43	23	3	10	7	1	1	2	17	99	148	238		
	44	11	14	10	18	1	1	3	13	92	122	181	215	306
	45	6	38	10	16	1	1	3	19	90	121	181	211	279
	46	2	48	10	1	1	1	2	12	89	128	195		
	47	8	56	10	27	1	1	2	1	72	114	199		
	48	13	52	10	36	1	1	2	0	72	104	191		
	49	6	68	10	30	1	1	2	3	99	132	222		
	50	47	47	10	13	1	1	2	6	93	125	195		
	51	49	58	10	10	1	1	2	5	100	143	202		
	52	27	43	10	9	1	1	2	5	96	134	228		
	53	37	31	10	14	1	1	3	5	68	100	186	222	296
	54	57	29	10	18	1	1	3	2	74	114	171	213	304
	55	63	23	10	2	1	1	2	11	108	147	212		
	56	53	12	10	6	1	1	2	9	104	138	205		
	57	32	12	10	7	1	1	2	11	110	159	256		
	58	36	26	10	18	1	1	3	13	69	100	172	218	271
	59	21	24	10	28	1	1	3	9	64	99	160	209	286
	60	17	34	10	3	1	1	2	13	105	137	211		
	61	12	24	10	13	1	1	3	13	74	104	179	216	291
	62	24	58	10	19	1	1	2	18	114	154	240		
	63	27	69	10	10	1	1	2	5	87	128	202		
	64	15	77	10	9	1	1	2	7	106	145	222		
	65	62	77	10	20	1	1	2	17	99	138	198		
	66	49	73	10	25	1	1	2	8	97	133	228		
	67	67	5	10	25	1	1	3	0	57	96	187	229	321
	68	56	39	10	36	1	1	3	15	71	110	161	204	282
	69	37	47	10	6	1	1	2	18	109	147	242		
	70	37	56	10	5	1	1	2	5	104	147	200		
	71	57	68	10	15	1	1	2	12	89	125	213		
	72	47	16	10	25	1	1	2	5	92	136	229		
	73	44	17	10	9	1	1	2	19	76	114	205		
	74	46	13	10	8	1	1	2	2	95	129	205		
	75	49	11	10	18	1	1	3	17	75	117	192	230	293
	76	49	42	10	13	1	1	2	19	97	134	212		
	77	53	43	10	14	1	1	2	19	106	147	242		
	78	61	52	10	3	1	1	3	3	71	108	160	191	273
	79	57	48	10	23	1	1	2	5	82	114	206		
	80	56	37	10	6	1	1	2	17	105	153	235		
	81	55	54	10	26	1	1	2	15	87	123	205		
	82	15	47	10	16	1	1	3	6	64	112	165	206	274
	83	14	37	10	11	1	1	2	18	108	156	248		
	84	11	31	10	7	1	1	2	10	85	123	198		
	85	16	22	10	41	1	1	2	19	79	116	207		
	86	4	18	10	35	1	1	3	14	68	113	196	230	321
	87	28	18	10	26	1	1	3	8	58	90	177	224	274
	88	26	52	10	9	1	1	2	10	99	139	209		
	89	26	35	10	15	1	1	3	16	67	107	160	195	255
	90	31	67	10	3	1	1	2	19	111	153	231		
	91	15	19	10	1	1	1	2	17	87	129	205		
	92	22	22	10	2	1	1	3	17	75	108	159	207	277
	93	18	24	10	22	1	1	2	1	91	124	207		
	94	26	27	10	27	1	1	2	0	86	131	224		
	95	25	24	10	20	1	1	2	18	86	128	199		
	96	22	27	10	11	1	1	2	18	104	136	203		
	97	25	21	10	12	1	1	3	10	66	115	182	218	290
	98	19	21	10	10	1	1	2	2	93	131	230		
	99	20	26	10	9	1	1	2	12	82	122	205		
	100	18	18	10	17	1	1	2	10	70	114	193		
