4	9	100	1								
0	200										
0	40	50	0	0	0	0	0	240			
1	25	85	10	20	1	1	1	3	164		
2	22	75	10	30	1	1	1	6	195		
3	22	85	10	10	1	1	1	14	180		
4	20	80	10	40	1	1	1	7	181		
5	20	85	10	20	1	1	1	9	178		
6	18	75	10	20	1	1	1	15	180		
7	15	75	10	20	1	1	1	15	188		
8	15	80	10	10	1	1	1	1	182		
9	10	35	10	20	1	1	1	7	172		
10	10	40	10	30	1	1	1	10	182		
11	8	40	10	40	1	1	1	6	187		
12	8	45	10	20	1	1	1	10	206		
13	5	35	10	10	1	1	1	9	175		
14	5	45	10	10	1	1	1	3	201		
15	2	40	10	20	1	1	1	7	189		
16	0	40	10	20	1	1	1	2	164		
17	0	45	10	20	1	1	1	3	173		
18	44	5	10	20	1	1	1	13	183		
19	42	10	10	40	1	1	1	4	172		
20	42	15	10	10	1	1	1	19	200		
21	40	5	10	10	1	1	1	10	205		
22	40	15	10	40	1	1	1	1	176		
23	38	5	10	30	1	1	1	15	189		
24	38	15	10	10	1	1	1	0	172		
25	35	5	10	20	1	1	1	14	213		
26	95	30	10	30	1	1	1	11	182		
27	95	35	10	20	1	1	1	7	178		
28	92	30	10	10	1	1	1	4	164		
29	90	35	10	10	1	1	1	5	179		
30	88	30	10	10	1	1	1	14	193		
31	88	35	10	20	1	1	1	17	194		
32	87	30	10	10	1	1	1	8	176		
33	85	25	10	10	1	1	1	13	179		
34	85	35	10	30	1	1	1	13	197		
35	67	85	10	20	1	1	1	12	177		
36	65	85	10	40	1	1	1	1	195		
37	65	82	10	10	1	1	1	11	193		
38	62	80	10	30	1	1	1	3	178		
39	60	80	10	10	1	1	1	0	189		
40	60	85	10	30	1	1	1	13	210		
41	58	75	10	20	1	1	1	4	180		
42	55	80	10	10	1	1	1	18	196		
43	55	85	10	20	1	1	1	12	195		
44	55	82	10	10	1	1	1	12	192		
45	20	82	10	10	1	1	1	1	186		
46	18	80	10	10	1	1	1	10	195		
47	2	45	10	10	1	1	1	15	186		
48	42	5	10	10	1	1	1	6	191		
49	42	12	10	10	1	1	1	1	191		
50	72	35	10	30	1	1	1	16	213		
51	55	20	10	19	1	1	1	19	208		
52	25	30	10	3	1	1	1	5	196		
53	20	50	10	5	1	1	1	17	212		
54	55	60	10	16	1	1	1	12	201		
55	30	60	10	16	1	1	1	9	177		
56	50	35	10	19	1	1	2	0	162	127	291
57	30	25	10	23	1	1	1	13	199		
58	15	10	10	20	1	1	1	16	185		
59	10	20	10	19	1	1	1	3	167		
60	15	60	10	17	1	1	1	19	209		
61	45	65	10	9	1	1	2	1	183	184	200
62	65	35	10	3	1	1	2	9	199	120	210
63	65	20	10	6	1	1	1	11	174		
64	45	30	10	17	1	1	1	17	210		
65	35	40	10	16	1	1	2	5	173	125	309
66	41	37	10	16	1	1	1	8	192		
67	64	42	10	9	1	1	1	18	193		
68	40	60	10	21	1	1	1	19	199		
69	31	52	10	27	1	1	1	3	201		
70	35	69	10	23	1	1	1	12	178		
71	65	55	10	14	1	1	1	4	178		
72	63	65	10	8	1	1	1	2	163		
73	2	60	10	5	1	1	1	12	211		
74	20	20	10	8	1	1	1	1	192		
75	5	5	10	16	1	1	1	12	190		
76	60	12	10	31	1	1	1	10	193		
77	23	3	10	7	1	1	1	7	177		
78	8	56	10	27	1	1	1	1	170		
79	6	68	10	30	1	1	1	8	173		
80	47	47	10	13	1	1	2	10	181	190	235
81	49	58	10	10	1	1	2	0	109	14	204
82	27	43	10	9	1	1	1	9	192		
83	37	31	10	14	1	1	1	11	177		
84	57	29	10	18	1	1	1	15	200		
85	63	23	10	2	1	1	1	13	194		
86	21	24	10	28	1	1	1	7	197		
87	12	24	10	13	1	1	1	11	202		
88	24	58	10	19	1	1	1	7	182		
89	67	5	10	25	1	1	1	11	186		
90	37	47	10	6	1	1	2	18	186	110	288
91	49	42	10	13	1	1	2	4	170	94	276
92	53	43	10	14	1	1	1	5	173		
93	61	52	10	3	1	1	1	9	200		
94	57	48	10	23	1	1	1	17	188		
95	56	37	10	6	1	1	1	14	174		
96	55	54	10	26	1	1	1	7	172		
97	4	18	10	35	1	1	1	6	168		
98	26	52	10	9	1	1	1	1	167		
99	26	35	10	15	1	1	2	7	170	180	210
100	31	67	10	3	1	1	1	3	188		
