4	6	100	1																		
0	700																				
91	60	60	90	10	1	1	7	268	415	504	773	868	1053	1138	1300	1394	1660	1718	1969	2039	2144
92	67	85	90	20	1	1	3	168	268	358	614	692	983								
93	42	58	90	40	1	1	7	12	142	216	481	562	831	900	1123	1209	1323	1411	1520	1581	1755
94	65	82	90	10	1	1	4	239	340	403	624	707	911	1000	1125						
95	62	80	90	30	1	1	3	277	469	543	782	879	1079								
96	62	40	90	10	1	1	6	212	384	455	738	806	959	1050	1272	1367	1648	1709	1898		
97	60	85	90	30	1	1	3	270	465	524	748	833	1065								
98	58	75	90	20	1	1	6	174	381	444	740	823	937	1002	1171	1270	1544	1619	1778		
99	55	80	90	10	1	1	5	302	510	575	830	913	1136	1218	1497	1596	1845				
100	55	85	90	20	1	1	5	123	252	341	590	653	903	989	1263	1347	1526				
