4	6	100	1																		
0	700																				
0	40	50	0	0	0	0	0	3390													
1	52	75	90	10	1	1	3	79	186	273	474	561	729								
2	45	70	90	30	1	1	3	83	324	423	668	743	962								
3	62	69	90	10	1	1	4	55	234	317	423	496	643	717	860						
4	60	66	90	10	1	1	3	381	506	573	854	913	1171								
5	42	65	90	10	1	1	4	261	465	546	657	756	977	1044	1171						
6	16	42	90	20	1	1	5	428	602	678	842	894	1088	1164	1326	1395	1559				
7	58	70	90	20	1	1	7	280	485	558	690	758	867	965	1074	1162	1296	1364	1574	1647	1805
8	34	60	90	20	1	1	5	62	174	237	512	598	731	784	952	1035	1188				
9	28	70	90	10	1	1	5	104	245	321	507	596	895	970	1246	1330	1527				
10	35	66	90	10	1	1	3	29	204	272	506	585	835								
11	35	69	90	10	1	1	4	147	356	440	541	627	870	957	1254						
12	25	85	90	20	1	1	3	278	397	474	630	705	920								
13	22	75	90	30	1	1	6	190	345	433	551	601	730	790	939	1001	1172	1246	1495		
14	22	85	90	10	1	1	6	69	277	349	456	529	802	872	1015	1073	1310	1369	1603		
15	20	80	90	40	1	1	4	295	475	545	778	858	985	1078	1213						
16	20	85	90	40	1	1	3	275	549	607	823	913	1038								
17	18	75	90	20	1	1	4	219	357	442	644	694	940	1001	1107						
18	15	75	90	20	1	1	7	319	607	674	901	972	1184	1269	1413	1510	1613	1708	1898	1954	2169
19	15	80	90	10	1	1	3	294	510	586	845	924	1147								
20	30	50	90	10	1	1	4	305	495	561	677	752	979	1042	1160						
21	30	56	90	20	1	1	6	312	472	535	699	752	1003	1099	1217	1308	1570	1668	1916		
22	28	52	90	20	1	1	4	31	213	276	535	629	739	820	1099						
23	14	66	90	10	1	1	6	193	422	494	684	756	898	951	1113	1169	1276	1359	1487		
24	25	50	90	10	1	1	6	109	217	288	556	615	736	824	1093	1171	1470	1559	1842		
25	22	66	90	40	1	1	5	385	498	576	741	829	1103	1176	1366	1424	1566				
26	8	62	90	10	1	1	6	288	404	458	710	801	951	1017	1288	1352	1493	1569	1793		
27	23	52	90	10	1	1	6	229	417	484	621	718	894	969	1077	1175	1473	1531	1822		
28	4	55	90	20	1	1	6	156	437	517	648	716	888	962	1109	1165	1271	1370	1534		
29	20	50	90	10	1	1	6	380	566	622	739	820	1013	1092	1268	1348	1555	1623	1773		
30	20	55	90	10	1	1	5	123	225	278	423	479	602	689	872	947	1102				
31	10	35	90	20	1	1	6	196	443	531	792	884	1129	1221	1397	1476	1660	1717	1912		
32	10	40	90	30	1	1	3	453	667	755	983	1047	1184								
33	8	40	90	40	1	1	3	333	541	628	769	849	1019								
34	8	45	90	20	1	1	6	48	263	359	639	707	884	982	1252	1320	1596	1693	1911		
35	5	35	90	10	1	1	3	100	239	312	597	655	844								
36	5	45	90	10	1	1	4	135	350	413	555	643	749	816	1007						
37	2	40	90	20	1	1	4	306	583	668	769	838	1076	1132	1240						
38	0	40	90	30	1	1	4	32	257	330	497	586	810	862	993						
39	0	45	90	20	1	1	3	448	663	732	848	942	1128								
40	36	18	90	10	1	1	7	305	532	607	741	809	1011	1069	1179	1265	1553	1639	1768	1827	2003
41	35	32	90	10	1	1	4	274	407	462	737	799	965	1050	1173						
42	33	32	90	20	1	1	6	110	238	324	501	552	764	840	1064	1136	1271	1370	1571		
43	33	35	90	10	1	1	4	412	524	577	699	763	983	1072	1234						
44	32	20	90	10	1	1	7	318	500	590	745	803	943	1011	1136	1195	1448	1514	1723	1820	2070
45	30	30	90	10	1	1	4	149	364	431	541	594	782	864	1039						
46	34	25	90	30	1	1	5	7	305	399	571	643	851	932	1199	1255	1365				
47	30	35	90	10	1	1	3	325	609	665	779	873	986								
48	36	40	90	10	1	1	3	473	759	818	1106	1194	1334								
49	48	20	90	10	1	1	3	203	371	466	573	650	900								
50	26	32	90	10	1	1	5	288	451	527	808	862	1031	1100	1398	1461	1757				
51	25	30	90	10	1	1	4	286	575	646	764	823	1113	1202	1367						
52	25	35	90	10	1	1	7	415	698	773	1002	1091	1281	1344	1537	1591	1714	1806	1969	2067	2207
53	44	5	90	20	1	1	5	86	212	262	371	450	559	654	790	843	995				
54	42	10	90	40	1	1	3	426	624	683	849	932	1114								
55	42	15	90	10	1	1	6	463	606	689	952	1018	1162	1253	1527	1605	1759	1836	2065		
56	40	5	90	30	1	1	6	445	563	615	822	908	1201	1269	1527	1622	1814	1868	2014		
57	38	15	90	40	1	1	3	222	498	590	772	832	970								
58	38	5	90	30	1	1	5	426	689	780	960	1019	1249	1303	1439	1518	1650				
59	38	10	90	10	1	1	7	412	642	740	1002	1060	1308	1359	1598	1676	1922	1985	2201	2259	2488
60	35	5	90	20	1	1	3	68	226	289	573	656	875								
61	50	30	90	10	1	1	3	406	515	606	750	818	965								
62	50	35	90	20	1	1	4	207	364	424	717	785	904	987	1092						
63	50	40	90	50	1	1	4	137	312	389	607	674	898	954	1147						
64	48	30	90	10	1	1	7	446	558	622	776	869	1153	1244	1411	1482	1727	1812	1922	1987	2209
65	44	25	90	10	1	1	4	238	356	448	574	640	898	949	1108						
66	47	35	90	10	1	1	4	329	442	494	684	739	987	1082	1278						
67	47	40	90	10	1	1	5	144	383	447	604	692	982	1049	1321	1385	1657				
68	42	30	90	10	1	1	7	395	525	607	740	817	1002	1100	1375	1473	1669	1736	1984	2039	2221
69	45	35	90	10	1	1	3	332	534	590	697	747	964								
70	95	30	90	30	1	1	7	469	604	690	958	1057	1222	1290	1490	1585	1747	1806	1958	2023	2253
71	95	35	90	20	1	1	4	377	481	539	726	817	1109	1203	1357						
72	53	30	90	10	1	1	5	161	322	402	598	687	829	882	1045	1129	1404				
73	92	30	90	10	1	1	6	38	321	397	528	609	746	809	961	1017	1262	1328	1527		
74	53	35	90	50	1	1	5	176	456	528	642	700	805	884	1108	1182	1346				
75	45	65	90	20	1	1	5	76	198	289	492	549	770	833	1028	1098	1226				
76	90	35	90	10	1	1	5	461	620	685	901	984	1181	1267	1398	1468	1568				
77	72	45	90	10	1	1	4	443	663	730	928	988	1133	1203	1488						
78	78	40	90	20	1	1	6	346	638	731	966	1065	1246	1345	1545	1642	1858	1923	2217		
79	87	30	90	10	1	1	4	122	366	431	534	613	741	817	1056						
80	85	25	90	10	1	1	5	315	441	495	686	777	891	950	1221	1320	1534				
81	85	35	90	30	1	1	4	367	568	642	764	826	970	1069	1278						
82	75	55	90	20	1	1	6	13	253	350	486	585	789	848	975	1038	1253	1348	1571		
83	72	55	90	10	1	1	7	232	463	552	679	740	937	1014	1221	1279	1492	1576	1773	1825	2064
84	70	58	90	20	1	1	6	69	269	365	619	680	943	1018	1257	1332	1441	1528	1707		
85	86	46	90	30	1	1	5	220	409	460	614	704	892	960	1144	1222	1497				
86	66	55	90	10	1	1	5	455	739	816	1060	1119	1417	1474	1685	1755	1876				
87	64	46	90	20	1	1	4	397	634	720	959	1022	1251	1329	1526						
88	65	60	90	30	1	1	6	192	311	390	652	725	1007	1089	1244	1335	1622	1681	1906		
89	56	64	90	10	1	1	7	269	442	518	715	766	939	1025	1291	1384	1614	1688	1831	1922	2084
90	60	55	90	10	1	1	3	252	435	522	648	720	881								
