4	14	100	1																
0	200																		
0	40	50	0	0	0	0	0	240											
1	25	85	10	20	1	1	3	5	16	55	85	125	148						
2	22	75	10	30	1	1	3	5	43	92	131	161	194						
3	22	85	10	10	1	1	4	3	28	65	76	105	124	153	171				
4	20	80	10	40	1	1	3	26	41	64	110	127	168						
5	20	85	10	20	1	1	4	18	48	82	94	143	177	201	216				
6	18	75	10	20	1	1	5	30	54	85	107	118	146	177	199	224	246		
7	15	75	10	20	1	1	5	19	50	78	94	118	129	177	188	228	244		
8	15	80	10	10	1	1	5	4	16	36	81	120	136	148	171	208	228		
9	10	35	10	20	1	1	4	7	25	56	83	124	173	203	248				
10	10	40	10	30	1	1	3	2	27	51	87	120	160						
11	8	40	10	40	1	1	4	10	41	78	88	127	165	204	253				
12	8	45	10	20	1	1	3	19	32	64	85	115	148						
13	5	35	10	10	1	1	6	13	34	75	88	98	113	131	150	170	194	223	262
14	5	45	10	10	1	1	5	4	35	62	73	101	145	171	189	205	242		
15	2	40	10	20	1	1	4	20	46	72	108	142	157	201	218				
16	0	40	10	20	1	1	3	19	63	79	112	154	169						
17	0	45	10	20	1	1	4	15	32	70	100	110	149	168	179				
18	44	5	10	20	1	1	4	22	69	93	128	154	186	224	242				
19	42	10	10	40	1	1	3	20	53	83	124	157	191						
20	42	15	10	10	1	1	4	21	49	72	85	115	150	171	184				
21	40	5	10	10	1	1	5	21	43	63	85	97	137	184	197	239	281		
22	40	15	10	40	1	1	4	2	28	49	90	135	147	181	226				
23	38	5	10	30	1	1	5	13	48	76	104	132	150	162	184	199	210		
24	38	15	10	10	1	1	5	7	18	44	87	104	118	158	201	233	282		
25	35	5	10	20	1	1	4	27	39	71	94	134	178	206	234				
26	95	30	10	30	1	1	5	20	33	46	86	129	149	172	216	237	255		
27	95	35	10	20	1	1	4	16	43	66	83	130	155	185	196				
28	92	30	10	10	1	1	5	11	57	91	107	131	155	184	203	218	229		
29	90	35	10	10	1	1	5	26	53	68	81	116	144	177	202	236	267		
30	88	30	10	10	1	1	5	8	18	30	49	64	78	117	143	173	194		
31	88	35	10	20	1	1	3	13	52	92	134	177	216						
32	87	30	10	10	1	1	3	31	63	104	139	160	177						
33	85	25	10	10	1	1	3	23	54	94	112	146	170						
34	85	35	10	30	1	1	4	3	36	83	129	154	179	227	271				
35	67	85	10	20	1	1	3	7	24	52	99	115	142						
36	65	85	10	40	1	1	4	9	42	63	81	122	133	157	185				
37	65	82	10	10	1	1	4	21	66	104	114	139	176	191	202				
38	62	80	10	30	1	1	4	2	37	66	89	130	164	176	192				
39	60	80	10	10	1	1	3	31	64	89	102	147	174						
40	60	85	10	30	1	1	5	21	56	86	102	126	156	172	184	223	270		
41	58	75	10	20	1	1	4	19	35	49	94	114	137	175	189				
42	55	80	10	10	1	1	5	7	22	61	86	97	129	160	194	221	238		
43	55	85	10	20	1	1	4	28	40	53	67	88	122	163	185				
44	55	82	10	10	1	1	5	22	48	90	111	127	145	169	184	201	241		
45	20	82	10	10	1	1	4	10	43	66	78	90	117	153	178				
46	18	80	10	10	1	1	4	0	49	94	118	146	177	212	255				
47	2	45	10	10	1	1	3	22	68	82	94	139	151						
48	42	5	10	10	1	1	3	33	80	97	144	185	203						
49	42	12	10	10	1	1	3	14	37	83	94	125	165						
50	72	35	10	30	1	1	4	20	42	73	119	132	155	180	229				
51	55	20	10	19	1	1	4	20	67	94	107	124	172	213	236				
52	25	30	10	3	1	1	4	29	75	105	140	181	209	230	258				
53	20	50	10	5	1	1	5	6	21	31	42	75	86	132	149	161	181		
54	55	60	10	16	1	1	3	29	58	75	98	134	160						
55	30	60	10	16	1	1	4	32	50	87	129	152	170	213	257				
56	50	35	10	19	1	1	4	31	44	55	86	125	173	197	238				
57	30	25	10	23	1	1	3	15	60	103	129	147	164						
58	15	10	10	20	1	1	4	29	71	114	140	157	193	206	223				
59	10	20	10	19	1	1	4	28	64	112	154	170	209	220	257				
60	15	60	10	17	1	1	3	4	25	45	91	128	161						
61	45	65	10	9	1	1	3	28	39	82	100	124	143						
62	65	35	10	3	1	1	4	14	35	53	101	125	138	174	185				
63	65	20	10	6	1	1	4	9	34	65	98	122	156	170	198				
64	45	30	10	17	1	1	4	31	43	64	84	128	174	216	239				
65	35	40	10	16	1	1	4	16	29	72	87	109	150	160	181				
66	41	37	10	16	1	1	4	23	35	46	74	88	127	173	202				
67	64	42	10	9	1	1	4	10	47	68	89	130	178	201	245				
68	40	60	10	21	1	1	4	27	43	78	94	125	152	200	245				
69	31	52	10	27	1	1	3	23	53	68	79	89	122						
70	35	69	10	23	1	1	4	32	49	88	131	180	203	227	257				
71	65	55	10	14	1	1	4	26	36	52	79	122	170	215	235				
72	63	65	10	8	1	1	5	11	33	67	96	137	155	168	190	227	272		
73	2	60	10	5	1	1	5	2	48	79	95	130	147	167	187	202	241		
74	20	20	10	8	1	1	5	12	58	85	97	113	124	157	191	220	242		
75	5	5	10	16	1	1	5	5	19	61	91	106	140	160	189	215	230		
76	60	12	10	31	1	1	4	32	53	75	108	144	173	212	228				
77	23	3	10	7	1	1	4	31	65	88	117	135	154	180	227				
78	8	56	10	27	1	1	3	24	72	116	153	202	228						
79	6	68	10	30	1	1	4	8	46	68	78	111	126	157	194				
80	47	47	10	13	1	1	4	22	37	50	78	121	133	150	194				
81	49	58	10	10	1	1	4	25	55	84	98	118	136	185	216				
82	27	43	10	9	1	1	5	0	38	86	103	152	182	199	214	234	267		
83	37	31	10	14	1	1	5	16	52	93	108	127	156	188	219	235	267		
84	57	29	10	18	1	1	4	4	34	80	120	139	181	211	248				
85	63	23	10	2	1	1	5	15	42	53	73	115	142	166	192	224	269		
86	21	24	10	28	1	1	4	32	78	109	147	164	213	228	260				
87	12	24	10	13	1	1	4	27	64	103	140	160	195	227	256				
88	24	58	10	19	1	1	4	13	26	59	101	129	175	210	231				
89	67	5	10	25	1	1	4	18	42	73	102	112	136	174	217				
90	37	47	10	6	1	1	3	17	43	83	98	125	147						
91	49	42	10	13	1	1	4	18	37	78	121	167	194	232	254				
92	53	43	10	14	1	1	3	11	21	63	104	136	184						
93	61	52	10	3	1	1	4	0	16	45	88	123	166	191	225				
94	57	48	10	23	1	1	4	16	26	47	81	118	148	189	204				
95	56	37	10	6	1	1	3	19	47	76	113	160	190						
96	55	54	10	26	1	1	4	14	38	65	111	135	155	198	232				
97	4	18	10	35	1	1	3	18	47	64	98	136	172						
98	26	52	10	9	1	1	4	12	43	64	113	149	161	183	206				
99	26	35	10	15	1	1	4	21	52	74	115	152	186	222	267				
100	31	67	10	3	1	1	4	8	23	64	103	123	163	201	245				
