4	10	100	1																		
0	200																				
0	40	50	0	0	0	0	0	1236													
1	45	68	90	10	1	1	5	29	41	128	168	255	285	370	383	469	489				
2	45	70	90	30	1	1	7	88	133	202	233	284	300	361	411	471	509	568	606	695	712
3	42	66	90	10	1	1	7	139	169	230	251	327	368	449	462	561	607	674	692	760	804
4	42	68	90	10	1	1	7	93	122	174	212	288	316	385	414	490	554	612	656	708	745
5	42	65	90	10	1	1	6	170	182	270	290	358	401	474	501	554	593	686	703		
6	40	69	90	20	1	1	5	127	147	200	230	313	339	399	438	509	531				
7	40	66	90	20	1	1	6	139	208	283	345	429	468	536	551	634	647	734	765		
8	38	68	90	20	1	1	6	96	129	179	207	292	342	441	495	550	604	682	697		
9	38	70	90	10	1	1	5	101	144	231	271	340	366	454	469	519	537				
10	35	66	90	10	1	1	5	63	85	172	197	283	322	379	421	493	505				
11	35	69	90	10	1	1	7	38	75	159	193	276	295	363	384	464	498	568	618	698	716
12	25	85	90	20	1	1	5	16	77	155	217	275	320	410	427	486	519				
13	22	75	90	30	1	1	6	125	165	215	269	330	342	439	499	580	629	707	738		
14	22	85	90	10	1	1	6	125	148	245	256	351	388	444	488	567	586	675	721		
15	20	80	90	40	1	1	6	102	148	220	249	303	350	431	460	514	555	643	669		
16	20	85	90	40	1	1	5	56	104	191	217	271	284	374	439	526	585				
17	18	75	90	20	1	1	7	72	102	191	204	256	282	376	439	525	572	641	689	761	798
18	15	75	90	20	1	1	5	55	92	143	157	214	232	314	363	424	436				
19	15	80	90	10	1	1	7	19	54	146	166	265	321	416	459	536	593	682	695	773	802
20	30	50	90	10	1	1	7	79	134	194	231	311	331	410	424	478	533	624	649	715	776
21	30	52	90	20	1	1	5	109	135	216	258	331	367	434	455	552	584				
22	28	52	90	20	1	1	5	174	214	311	379	464	484	550	614	694	713				
23	28	55	90	10	1	1	6	41	72	123	162	228	245	325	394	483	518	574	589		
24	25	50	90	10	1	1	6	67	114	190	235	297	344	416	448	510	520	573	596		
25	25	52	90	40	1	1	5	73	90	153	207	292	332	402	456	544	602				
26	25	55	90	10	1	1	7	67	127	198	259	332	377	434	452	548	592	680	728	792	813
27	23	52	90	10	1	1	5	121	163	250	272	352	383	461	518	613	629				
28	23	55	90	20	1	1	7	66	99	197	258	326	389	486	531	590	602	698	720	792	829
29	20	50	90	10	1	1	5	101	123	183	209	260	286	358	414	478	509				
30	20	55	90	10	1	1	7	1	49	133	185	237	270	338	356	409	456	529	559	648	695
31	10	35	90	20	1	1	5	1	14	110	154	223	238	332	368	449	507				
32	10	40	90	30	1	1	6	89	109	177	217	275	288	374	440	526	544	603	635		
33	8	40	90	40	1	1	5	99	118	173	235	297	327	412	429	486	536				
34	8	45	90	20	1	1	5	128	161	212	255	331	378	450	470	569	609				
