4	10	100	1																
0	200																		
0	40	50	0	0	0	0	0	1236											
1	45	68	90	10	1	1	3	3	58	145	271	797	897						
2	45	70	90	30	1	1	6	14	71	157	232	311	509	576	701	728	782	756	865
3	42	66	90	10	1	1	5	9	94	55	157	168	250	306	385	480	648		
4	42	68	90	10	1	1	5	4	83	159	287	368	426	525	665	732	802		
5	42	65	90	10	1	1	5	0	64	17	122	198	296	348	468	544	640		
6	40	69	90	20	1	1	4	10	197	255	391	443	562	516	622				
7	40	66	90	20	1	1	3	3	198	146	250	275	440						
8	38	68	90	20	1	1	4	9	128	184	243	253	327	306	487				
9	38	70	90	10	1	1	5	1	102	185	275	335	459	413	541	530	612		
10	35	66	90	10	1	1	6	0	97	17	185	259	386	440	592	645	751	819	969
11	35	69	90	10	1	1	4	10	119	169	264	349	501	600	760				
12	25	85	90	20	1	1	5	1	66	83	173	130	266	344	476	563	689		
13	22	75	90	30	1	1	4	15	79	129	201	261	348	734	836				
14	22	85	90	10	1	1	4	9	171	163	279	248	408	459	530				
15	20	80	90	40	1	1	5	4	123	207	318	401	475	543	622	702	812		
16	20	85	90	40	1	1	5	2	112	170	312	245	381	366	545	623	803		
17	18	75	90	20	1	1	3	16	85	144	252	632	750						
18	15	75	90	20	1	1	4	14	171	222	274	366	451	533	724				
19	15	80	90	10	1	1	5	11	114	175	288	338	494	410	596	566	759		
20	30	50	90	10	1	1	4	3	73	153	290	366	535	614	756				
21	30	52	90	20	1	1	4	12	129	195	257	332	477	908	972				
22	28	52	90	20	1	1	4	6	172	238	384	471	561	819	877				
23	28	55	90	10	1	1	3	16	205	292	465	658	852						
24	25	50	90	10	1	1	3	1	112	175	344	438	495						
25	25	52	90	40	1	1	6	14	157	170	224	226	373	445	563	635	716	769	866
26	25	55	90	10	1	1	3	13	84	136	284	620	704						
27	23	52	90	10	1	1	6	2	115	207	284	260	318	383	548	643	777	854	1022
28	23	55	90	20	1	1	6	11	109	197	377	450	568	501	639	626	707	761	902
29	20	50	90	10	1	1	6	5	69	161	335	324	440	395	495	576	668	749	879
30	20	55	90	10	1	1	4	6	83	180	287	362	418	378	576				
31	10	35	90	20	1	1	5	3	196	291	447	504	602	670	811	872	976		
32	10	40	90	30	1	1	4	2	56	155	253	324	465	701	869				
33	8	40	90	40	1	1	3	9	78	147	291	624	762						
34	8	45	90	20	1	1	4	5	147	219	324	386	437	490	574				
35	5	35	90	10	1	1	3	8	77	140	301	440	566						
36	5	45	90	10	1	1	4	8	168	256	426	518	677	769	876				
37	2	40	90	20	1	1	3	9	147	204	275	371	506						
38	0	40	90	30	1	1	4	3	169	223	317	401	532	619	699				
39	0	45	90	20	1	1	3	15	157	212	348	444	629						
40	35	30	90	10	1	1	3	17	123	217	411	490	596						
41	35	32	90	10	1	1	5	3	59	155	236	308	427	487	561	624	760		
42	33	32	90	20	1	1	3	0	91	58	160	163	329						
43	33	35	90	10	1	1	3	12	194	279	329	398	552						
44	32	30	90	10	1	1	3	7	77	130	274	336	436						
45	30	30	90	10	1	1	4	15	158	210	283	361	412	384	572				
46	30	32	90	30	1	1	3	8	117	207	391	498	642						
47	30	35	90	10	1	1	5	10	85	153	279	337	395	481	672	1090	1162		
48	28	30	90	10	1	1	5	3	110	168	250	343	478	544	609	619	707		
49	28	35	90	10	1	1	3	13	170	231	302	980	1088						
50	26	32	90	10	1	1	5	0	134	210	353	425	501	600	726	799	897		
51	25	30	90	10	1	1	3	2	179	259	320	710	802						
52	25	35	90	10	1	1	4	16	185	267	379	469	560	901	981				
53	44	5	90	20	1	1	3	7	76	135	300	348	480						
54	42	10	90	40	1	1	4	18	180	258	340	392	488	459	559				
55	42	15	90	10	1	1	4	7	66	137	285	335	533	552	656				
56	40	5	90	30	1	1	5	9	140	221	396	452	509	605	678	731	881		
57	40	15	90	40	1	1	3	17	77	173	238	598	794						
58	38	5	90	30	1	1	5	4	83	135	301	372	473	568	623	700	862		
59	38	15	90	10	1	1	4	11	108	184	370	424	526	595	793				
60	35	5	90	20	1	1	6	7	97	39	231	176	367	438	502	561	753	842	940
61	50	30	90	10	1	1	5	12	190	262	389	462	631	686	777	842	905		
62	50	35	90	20	1	1	5	19	99	155	294	346	422	474	526	585	723		
63	50	40	90	50	1	1	6	1	90	164	237	303	485	555	632	715	864	882	964
64	48	30	90	10	1	1	5	13	185	251	334	425	605	683	773	850	997		
65	48	40	90	10	1	1	4	18	82	134	264	350	545	613	781				
66	47	35	90	10	1	1	3	4	190	243	306	379	561						
67	47	40	90	10	1	1	4	3	179	252	333	427	599	800	910				
68	45	30	90	10	1	1	6	3	151	106	300	205	282	361	435	517	690	780	957
69	45	35	90	10	1	1	4	13	87	173	227	306	442	524	613				
70	95	30	90	30	1	1	3	5	75	171	242	377	467						
71	95	35	90	20	1	1	5	3	154	245	302	285	369	393	476	544	629		
72	53	30	90	10	1	1	4	19	133	187	269	320	424	406	556				
73	92	30	90	10	1	1	3	5	111	188	327	444	586						
74	53	35	90	50	1	1	3	2	122	175	372	435	623						
75	45	65	90	20	1	1	4	17	205	296	396	467	626	912	968				
76	90	35	90	10	1	1	4	6	148	202	309	365	488	577	753				
77	88	30	90	10	1	1	4	0	94	147	249	321	473	581	637				
78	88	35	90	20	1	1	5	9	75	44	236	151	338	402	556	620	712		
79	87	30	90	10	1	1	6	6	185	249	428	485	674	634	766	732	904	975	1121
80	85	25	90	10	1	1	6	9	204	291	486	556	658	715	782	768	822	866	992
81	85	35	90	30	1	1	2	0	138	196	370								
82	75	55	90	20	1	1	6	14	190	289	388	322	468	456	581	676	772	831	920
83	72	55	90	10	1	1	3	0	101	172	339	437	512						
84	70	58	90	20	1	1	6	17	107	172	288	362	462	461	521	522	663	728	897
85	68	60	90	30	1	1	6	15	169	222	409	485	558	505	663	639	716	779	868
86	66	55	90	10	1	1	3	6	130	154	258	225	353						
87	65	55	90	20	1	1	2	0	116	197	271								
88	65	60	90	30	1	1	4	9	107	162	280	355	428	508	681				
89	63	58	90	10	1	1	3	5	126	196	267	708	832						
90	60	55	90	10	1	1	3	11	203	277	374	431	581						
91	60	60	90	10	1	1	5	8	58	138	244	318	505	566	667	822	904		
92	67	85	90	20	1	1	6	12	124	209	403	342	478	496	647	746	856	955	1080
93	65	85	90	40	1	1	5	6	201	287	367	417	504	561	657	741	880		
94	65	82	90	10	1	1	5	2	124	196	343	396	459	465	543	551	725		
95	62	80	90	30	1	1	5	7	206	293	419	493	560	532	662	622	705		
96	60	80	90	10	1	1	5	14	177	236	290	366	558	614	813	891	969		
97	60	85	90	30	1	1	4	18	160	139	307	242	419	475	597				
98	58	75	90	20	1	1	4	10	94	172	305	379	453	709	861				
99	55	80	90	10	1	1	4	13	71	128	253	349	514	575	747				
100	55	85	90	20	1	1	5	0	125	83	173	194	320	395	558	630	746		
