4	10	100	1																			
0	200																					
	0	35	35	0	0	0	0	0	230													
	1	41	49	10	10	1	1	5	3	13	37	57	82	98	122	133	157	170				
	2	35	17	10	7	1	1	7	10	31	48	65	75	87	101	124	138	157	170	189	214	226
	3	55	45	10	13	1	1	6	12	23	52	74	91	103	120	141	157	184	203	223		
	4	55	20	10	19	1	1	6	10	38	51	72	82	101	111	128	141	170	191	216		
	5	15	30	10	26	1	1	7	1	20	47	59	72	87	103	127	142	153	172	195	209	223
	6	25	30	10	3	1	1	6	19	39	66	91	110	130	141	164	175	192	209	232		
	7	20	50	10	5	1	1	6	6	26	49	59	83	107	131	160	171	183	198	219		
	8	10	43	10	9	1	1	7	5	29	40	57	69	94	108	118	135	149	173	188	212	231
	9	55	60	10	16	1	1	5	17	35	49	68	91	109	132	145	162	175				
	10	30	60	10	16	1	1	6	13	35	47	65	78	100	111	138	159	186	199	220		
	11	20	65	10	12	1	1	6	9	22	46	66	76	100	114	124	152	178	200	223		
	12	50	35	10	19	1	1	6	14	28	57	67	95	114	126	147	168	181	206	228		
	13	30	25	10	23	1	1	7	9	25	36	58	80	96	107	127	152	167	189	205	220	236
	14	15	10	10	20	1	1	5	16	44	68	94	110	139	150	168	183	208				
	15	30	5	10	8	1	1	5	17	44	68	90	107	129	148	167	186	200				
	16	10	20	10	19	1	1	6	0	11	23	35	58	81	95	105	123	149	162	174		
	17	5	30	10	2	1	1	5	19	44	72	93	114	139	164	175	196	212				
	18	20	40	10	12	1	1	5	16	31	47	74	89	103	123	145	163	185				
	19	15	60	10	17	1	1	6	6	19	47	64	84	94	123	152	165	194	222	246		
	20	45	65	10	9	1	1	7	7	24	43	57	69	79	108	124	142	164	175	200	219	231
	21	45	20	10	11	1	1	7	12	32	49	64	74	92	106	121	133	144	162	174	189	213
	22	45	10	10	18	1	1	6	16	34	58	83	100	126	144	171	190	211	224	236		
	23	55	5	10	29	1	1	5	13	33	58	72	94	111	132	157	185	197				
	24	65	35	10	3	1	1	6	7	24	53	80	97	124	153	174	187	197	225	239		
	25	65	20	10	6	1	1	5	9	34	49	66	88	115	139	149	166	189				
	26	45	30	10	17	1	1	5	7	19	30	52	71	87	112	134	145	158				
	27	35	40	10	16	1	1	5	18	39	56	67	94	112	134	160	173	195				
	28	41	37	10	16	1	1	7	7	27	40	51	75	103	127	139	152	169	182	196	223	244
	29	64	42	10	9	1	1	6	14	26	38	61	78	92	113	137	159	169	182	202		
	30	40	60	10	21	1	1	6	19	39	50	66	78	105	127	138	154	169	195	220		
	31	31	52	10	27	1	1	6	4	30	42	55	80	97	117	130	155	171	185	213		
	32	35	69	10	23	1	1	7	1	17	35	51	68	79	97	120	130	159	186	203	222	242
	33	53	52	10	11	1	1	5	3	15	38	66	78	89	116	127	155	167				
	34	65	55	10	14	1	1	6	3	31	56	70	86	96	106	124	149	177	198	218		
	35	63	65	10	8	1	1	6	7	22	43	71	89	100	113	142	167	183	211	240		
	36	2	60	10	5	1	1	5	17	33	62	76	88	109	119	132	142	152				
	37	20	20	10	8	1	1	6	18	31	42	57	76	89	105	132	150	163	186	209		
	38	5	5	10	16	1	1	6	17	33	48	74	96	117	140	161	189	200	210	230		
	39	60	12	10	31	1	1	6	15	39	58	75	89	117	128	139	158	185	211	229		
	40	40	25	10	9	1	1	6	1	14	35	48	71	97	123	150	174	203	226	239		
	41	42	7	10	5	1	1	5	11	35	50	71	84	106	121	133	161	173				
	42	24	12	10	5	1	1	6	13	34	44	57	71	97	111	137	151	168	186	201		
	43	23	3	10	7	1	1	7	1	15	25	42	56	79	94	111	131	152	169	191	203	222
	44	11	14	10	18	1	1	6	16	32	50	74	98	109	125	147	158	175	187	206		
	45	6	38	10	16	1	1	6	14	24	43	55	75	103	118	141	156	171	196	225		
	46	2	48	10	1	1	1	6	18	33	59	72	94	107	127	145	174	201	230	249		
	47	8	56	10	27	1	1	5	0	21	34	60	86	115	131	155	175	204				
	48	13	52	10	36	1	1	7	18	34	47	62	78	101	111	127	145	170	199	212	227	253
	49	6	68	10	30	1	1	6	6	24	43	59	73	95	111	136	163	174	199	222		
	50	47	47	10	13	1	1	7	9	21	41	57	74	102	120	131	144	154	175	197	216	232
	51	49	58	10	10	1	1	7	2	24	39	58	76	88	103	123	144	173	192	208	221	244
	52	27	43	10	9	1	1	6	9	37	51	67	95	109	131	149	173	202	229	252		
	53	37	31	10	14	1	1	7	19	47	61	77	92	116	132	142	163	175	195	218	230	249
	54	57	29	10	18	1	1	5	16	27	40	67	96	117	137	154	166	191				
	55	63	23	10	2	1	1	6	5	19	48	68	92	117	130	140	160	189	201	230		
	56	53	12	10	6	1	1	6	18	40	63	90	102	121	140	165	185	199	220	241		
	57	32	12	10	7	1	1	5	13	32	43	66	86	109	134	146	172	200				
	58	36	26	10	18	1	1	6	10	33	53	63	88	105	123	143	158	177	195	205		
	59	21	24	10	28	1	1	5	7	25	46	73	101	121	145	173	202	222				
	60	17	34	10	3	1	1	6	12	36	55	70	93	114	131	142	163	189	208	236		
	61	12	24	10	13	1	1	6	11	28	48	67	77	94	118	144	171	194	213	227		
	62	24	58	10	19	1	1	5	4	33	59	80	98	123	139	167	193	217				
	63	27	69	10	10	1	1	6	0	12	37	53	82	108	135	156	166	179	198	224		
	64	15	77	10	9	1	1	7	1	18	28	52	69	94	109	123	142	152	167	189	212	232
	65	62	77	10	20	1	1	5	11	30	49	72	100	120	137	161	189	207				
	66	49	73	10	25	1	1	6	7	22	48	70	98	126	140	158	177	190	212	233		
	67	67	5	10	25	1	1	6	10	34	63	80	91	106	122	145	172	188	203	232		
	68	56	39	10	36	1	1	6	17	40	64	87	105	134	149	161	186	210	225	250		
	69	37	47	10	6	1	1	6	9	37	56	67	90	119	139	152	167	192	217	227		
	70	37	56	10	5	1	1	5	3	21	41	65	86	111	129	156	185	210				
	71	57	68	10	15	1	1	6	11	25	44	73	84	107	134	147	169	189	207	222		
	72	47	16	10	25	1	1	7	4	29	48	62	80	104	122	140	168	190	201	219	229	243
	73	44	17	10	9	1	1	5	19	43	64	92	114	137	160	175	200	227				
	74	46	13	10	8	1	1	5	7	17	28	51	74	93	109	131	143	160				
	75	49	11	10	18	1	1	5	17	43	58	78	90	116	138	149	168	191				
	76	49	42	10	13	1	1	6	12	32	43	71	97	120	138	153	175	197	224	249		
	77	53	43	10	14	1	1	5	14	42	62	86	112	138	151	180	190	211				
	78	61	52	10	3	1	1	7	10	26	41	64	80	93	121	132	153	170	186	197	214	238
	79	57	48	10	23	1	1	6	18	44	56	84	99	122	143	158	175	185	214	241		
	80	56	37	10	6	1	1	5	15	40	66	86	100	125	151	180	200	217				
	81	55	54	10	26	1	1	7	4	15	29	53	68	81	99	110	121	141	164	188	214	239
	82	15	47	10	16	1	1	6	9	37	51	72	100	120	146	162	172	189	214	232		
	83	14	37	10	11	1	1	5	17	27	49	73	98	121	146	170	188	208				
	84	11	31	10	7	1	1	7	12	34	46	68	93	115	132	143	159	174	202	218	228	246
	85	16	22	10	41	1	1	6	5	19	46	56	69	85	104	127	153	174	195	224		
	86	4	18	10	35	1	1	6	16	27	56	77	99	110	128	141	161	188	203	225		
	87	28	18	10	26	1	1	7	3	21	31	58	76	89	107	135	150	171	181	191	208	223
	88	26	52	10	9	1	1	6	18	33	60	89	110	122	132	156	181	208	225	247		
	89	26	35	10	15	1	1	6	15	37	62	72	82	95	123	140	162	180	205	234		
	90	31	67	10	3	1	1	5	11	34	53	78	98	127	153	176	186	202				
	91	15	19	10	1	1	1	7	4	19	31	55	65	92	112	124	153	170	186	204	230	243
	92	22	22	10	2	1	1	6	7	35	53	78	101	123	148	168	183	204	222	243		
	93	18	24	10	22	1	1	5	4	33	54	74	94	118	145	174	196	222				
	94	26	27	10	27	1	1	7	9	31	45	74	101	119	141	151	165	179	190	208	228	250
	95	25	24	10	20	1	1	6	13	30	46	73	97	117	135	155	179	201	228	256		
	96	22	27	10	11	1	1	5	13	42	69	86	109	132	154	166	194	223				
	97	25	21	10	12	1	1	6	8	31	48	68	79	90	105	122	148	175	197	207		
	98	19	21	10	10	1	1	6	19	45	69	90	109	129	140	151	180	196	212	230		
	99	20	26	10	9	1	1	7	12	25	54	72	99	117	133	143	157	172	184	212	222	242
	100	18	18	10	17	1	1	6	8	21	40	56	85	109	128	143	170	181	203	223		
