4	14	100	1												
0	200														
0	40	50	0	0	0	0	0	240							
1	25	85	10	20	1	1	2	7	19	73	113				
2	22	75	10	30	1	1	3	2	57	77	129	198	251		
3	22	85	10	10	1	1	4	16	56	72	105	155	166	204	228
4	20	80	10	40	1	1	2	9	47	104	121				
5	20	85	10	20	1	1	3	38	68	91	112	154	195		
6	18	75	10	20	1	1	2	27	58	121	153				
7	15	75	10	20	1	1	3	22	63	91	103	132	174		
8	15	80	10	10	1	1	3	25	89	108	152	164	201		
9	10	35	10	20	1	1	3	46	58	114	134	165	208		
10	10	40	10	30	1	1	3	23	60	77	90	116	178		
11	8	40	10	40	1	1	2	16	69	95	109				
12	8	45	10	20	1	1	3	9	48	84	106	175	216		
13	5	35	10	10	1	1	4	32	71	103	118	168	181	236	267
14	5	45	10	10	1	1	3	26	59	69	97	149	199		
15	2	40	10	20	1	1	4	4	20	47	91	135	178	232	272
16	0	40	10	20	1	1	3	4	37	55	111	135	145		
17	0	45	10	20	1	1	2	12	43	82	136				
18	44	5	10	20	1	1	4	6	48	84	96	133	194	228	251
19	42	10	10	40	1	1	4	32	51	83	104	150	184	218	268
20	42	15	10	10	1	1	2	8	55	70	131				
21	40	5	10	10	1	1	4	28	72	89	109	142	201	238	259
22	40	15	10	40	1	1	3	1	11	71	95	144	210		
23	38	5	10	30	1	1	3	10	45	56	108	145	212		
24	38	15	10	10	1	1	2	27	46	103	149				
25	35	5	10	20	1	1	3	28	74	111	140	154	201		
26	95	30	10	30	1	1	3	13	28	56	112	141	189		
27	95	35	10	20	1	1	2	44	59	118	176				
28	92	30	10	10	1	1	3	16	84	97	131	157	214		
29	90	35	10	10	1	1	3	35	82	115	163	200	237		
30	88	30	10	10	1	1	2	6	24	73	122				
31	88	35	10	20	1	1	2	40	63	79	114				
32	87	30	10	10	1	1	2	37	97	140	209				
33	85	25	10	10	1	1	3	26	83	140	153	197	226		
34	85	35	10	30	1	1	2	29	49	94	108				
35	67	85	10	20	1	1	3	12	27	88	147	169	199		
36	65	85	10	40	1	1	3	8	46	78	108	120	186		
37	65	82	10	10	1	1	2	46	115	135	202				
38	62	80	10	30	1	1	4	17	48	87	111	128	139	208	237
39	60	80	10	10	1	1	4	37	72	89	104	151	189	234	266
40	60	85	10	30	1	1	4	12	59	95	127	152	162	176	199
41	58	75	10	20	1	1	2	20	37	63	117				
42	55	80	10	10	1	1	3	35	87	145	179	232	287		
43	55	85	10	20	1	1	4	28	63	81	119	163	182	230	296
44	55	82	10	10	1	1	3	25	40	62	113	144	199		
45	20	82	10	10	1	1	3	27	84	148	164	197	262		
46	18	80	10	10	1	1	3	18	81	148	193	214	226		
47	2	45	10	10	1	1	2	27	49	71	97				
48	42	5	10	10	1	1	3	37	48	79	116	179	206		
49	42	12	10	10	1	1	4	33	43	76	127	145	157	204	235
50	72	35	10	30	1	1	2	22	52	108	155				
51	55	20	10	19	1	1	2	0	13	78	122				
52	25	30	10	3	1	1	2	20	53	111	174				
53	20	50	10	5	1	1	3	8	55	95	135	148	179		
54	55	60	10	16	1	1	4	34	52	72	104	123	145	207	251
