4	2	100	1												
0	1000														
0	40	50	0	0	0	0	0	960							
1	25	85	10	20	1	1	2	3	306	181	531				
2	22	75	10	30	1	1	4	15	349	201	551	434	739	825	1142
3	22	85	10	10	1	1	3	2	341	182	504	424	727		
4	20	80	10	40	1	1	3	9	330	386	705	800	1178		
5	20	85	10	20	1	1	2	3	382	458	781				
6	18	75	10	20	1	1	4	12	317	212	568	416	776	843	1156
7	15	75	10	20	1	1	2	6	394	467	820				
8	15	80	10	10	1	1	1	10	341						
9	10	35	10	20	1	1	2	18	357	435	787				
10	10	40	10	30	1	1	1	0	346						
11	8	40	10	40	1	1	2	19	323	411	728				
12	8	45	10	20	1	1	3	5	341	415	761	817	1123		
13	5	35	10	10	1	1	3	3	330	397	769	832	1139		
14	5	45	10	10	1	1	3	19	371	465	844	918	1269		
15	2	40	10	20	1	1	3	7	315	398	704	791	1127		
16	0	40	10	20	1	1	3	0	330	415	783	882	1255		
17	0	45	10	20	1	1	3	1	311	375	732	810	1165		
18	44	5	10	20	1	1	2	1	340	397	774				
19	42	10	10	40	1	1	2	4	328	376	710				
20	42	15	10	10	1	1	2	9	383	460	833				
21	40	5	10	10	1	1	2	8	311	389	775				
22	40	15	10	40	1	1	3	8	329	387	755	814	1181		
23	38	5	10	30	1	1	2	12	352	422	788				
24	38	15	10	10	1	1	2	3	364	301	687				
25	35	5	10	20	1	1	2	11	398	428	786				
26	95	30	10	30	1	1	1	16	328						
27	95	35	10	20	1	1	2	9	328	413	764				
28	92	30	10	10	1	1	3	0	301	393	716	798	1192		
29	90	35	10	10	1	1	3	4	346	396	767	839	1234		
30	88	30	10	10	1	1	3	2	359	438	754	843	1203		
31	88	35	10	20	1	1	3	1	364	445	777	831	1182		
32	87	30	10	10	1	1	2	6	383	449	813				
33	85	25	10	10	1	1	2	1	376	472	781				
34	85	35	10	30	1	1	3	14	396	463	860	913	1254		
35	67	85	10	20	1	1	3	14	376	445	809	881	1226		
36	65	85	10	40	1	1	2	2	315	420	786				
37	65	82	10	10	1	1	3	4	308	379	763	822	1132		
38	62	80	10	30	1	1	3	18	374	451	830	919	1225		
39	60	80	10	10	1	1	3	4	350	430	746	825	1133		
40	60	85	10	30	1	1	3	5	314	406	789	849	1182		
41	58	75	10	20	1	1	3	8	370	429	776	845	1179		
42	55	80	10	10	1	1	3	10	314	412	811	869	1264		
43	55	85	10	20	1	1	3	7	343	417	740	796	1099		
44	55	82	10	10	1	1	3	15	358	414	722	803	1149		
45	20	82	10	10	1	1	3	5	366	438	774	836	1137		
46	18	80	10	10	1	1	2	2	309	379	692				
47	2	45	10	10	1	1	3	10	337	423	793	883	1223		
48	42	5	10	10	1	1	3	17	355	434	776	833	1180		
49	42	12	10	10	1	1	3	5	323	400	708	768	1136		
50	72	35	10	30	1	1	3	11	390	485	795	864	1257		
51	55	20	10	19	1	1	3	7	395	492	851	910	1214		
52	25	30	10	3	1	1	2	11	331	613	939				
53	20	50	10	5	1	1	2	0	327	399	776				
54	55	60	10	16	1	1	3	17	345	395	758	573	943		
55	30	60	10	16	1	1	3	0	338	406	719	772	1134		
56	50	35	10	19	1	1	4	3	381	229	571	431	736	832	1189
57	30	25	10	23	1	1	3	12	392	450	813	888	1238		
58	15	10	10	20	1	1	3	14	328	387	725	783	1104		
59	10	20	10	19	1	1	2	5	338	556	866				
60	15	60	10	17	1	1	4	2	370	240	592	439	761	839	1211
61	45	65	10	9	1	1	2	10	354	321	719				
62	65	35	10	3	1	1	2	17	323	376	687				
63	65	20	10	6	1	1	3	6	335	426	805	887	1228		
64	45	30	10	17	1	1	2	2	318	406	742				
65	35	40	10	16	1	1	2	6	360	640	1014				
66	41	37	10	16	1	1	3	11	332	384	714	786	1120		
67	64	42	10	9	1	1	3	7	308	385	774	865	1210		
68	40	60	10	21	1	1	3	1	368	421	733	788	1177		
69	31	52	10	27	1	1	2	0	377	448	782				
70	35	69	10	23	1	1	2	15	405	306	660				
71	65	55	10	14	1	1	3	11	342	418	808	862	1196		
72	63	65	10	8	1	1	3	19	357	426	753	832	1226		
73	2	60	10	5	1	1	2	19	398	490	881				
