4	2	100	1												
0	1000														
0	35	35	0	0	0	0	0	1000							
1	41	49	10	10	1	1	2	3	88	509	1043				
2	35	17	10	7	1	1	3	15	391	476	575	661	874		
3	55	45	10	13	1	1	2	10	627	696	1080				
4	55	20	10	19	1	1	2	9	265	321	558				
5	15	30	10	26	1	1	2	6	920	979	1782				
6	25	30	10	3	1	1	4	19	644	251	1141	711	890	958	1554
7	20	50	10	5	1	1	2	9	563	628	719				
8	10	43	10	9	1	1	2	7	365	441	1360				
9	55	60	10	16	1	1	3	7	102	200	296	501	713		
10	30	60	10	16	1	1	2	7	582	655	981				
11	20	65	10	12	1	1	2	14	223	276	652				
12	50	35	10	19	1	1	2	9	704	764	1008				
13	30	25	10	23	1	1	2	19	572	666	1467				
14	15	10	10	20	1	1	3	13	525	593	724	807	914		
15	30	5	10	8	1	1	2	11	777	854	1281				
16	10	20	10	19	1	1	2	13	71	157	887				
17	5	30	10	2	1	1	2	2	760	838	980				
18	20	40	10	12	1	1	3	7	321	409	547	597	787		
19	15	60	10	17	1	1	2	7	253	232	524				
20	45	65	10	9	1	1	2	14	536	593	1157				
21	45	20	10	11	1	1	2	4	495	579	1018				
22	45	10	10	18	1	1	2	13	642	698	1131				
23	55	5	10	29	1	1	4	17	234	134	342	327	468	547	1138
24	65	35	10	3	1	1	1	7	835						
25	65	20	10	6	1	1	1	10	491						
26	45	30	10	17	1	1	3	0	747	808	889	986	1839		
27	35	40	10	16	1	1	2	7	663	734	1318				
28	41	37	10	16	1	1	2	0	466	9	966				
29	64	42	10	9	1	1	3	3	180	260	861	937	1746		
30	40	60	10	21	1	1	2	6	610	691	1171				
31	31	52	10	27	1	1	2	1	543	631	943				
32	35	69	10	23	1	1	2	15	319	373	480				
33	53	52	10	11	1	1	2	16	839	937	1693				
34	65	55	10	14	1	1	2	17	115	196	1099				
35	63	65	10	8	1	1	2	7	672	744	1224				
36	2	60	10	5	1	1	2	0	114	171	353				
37	20	20	10	8	1	1	2	0	674	766	1031				
38	5	5	10	16	1	1	1	15	871						
39	60	12	10	31	1	1	2	18	605	682	1484				
40	40	25	10	9	1	1	3	9	786	411	1183	846	1334		
41	42	7	10	5	1	1	1	16	304						
42	24	12	10	5	1	1	4	4	372	331	557	453	769	850	1409
43	23	3	10	7	1	1	2	18	430	505	593				
44	11	14	10	18	1	1	1	19	989						
45	6	38	10	16	1	1	2	4	400	451	974				
46	2	48	10	1	1	1	1	19	376						
47	8	56	10	27	1	1	3	15	473	529	663	744	1239		
48	13	52	10	36	1	1	2	10	623	685	1322				
49	6	68	10	30	1	1	2	0	471	532	824				
50	47	47	10	13	1	1	2	2	165	537	983				
51	49	58	10	10	1	1	2	10	322	408	1126				
52	27	43	10	9	1	1	2	16	757	849	1261				
53	37	31	10	14	1	1	2	18	611	485	1143				
54	57	29	10	18	1	1	3	5	232	309	439	499	1202		
55	63	23	10	2	1	1	2	11	815	910	1055				
56	53	12	10	6	1	1	2	19	878	946	1835				
57	32	12	10	7	1	1	1	0	953						
58	36	26	10	18	1	1	2	4	206	269	867				
59	21	24	10	28	1	1	2	0	314	250	1038				
60	17	34	10	3	1	1	2	5	390	471	1363				
61	12	24	10	13	1	1	1	13	731						
62	24	58	10	19	1	1	2	2	93	174	571				
63	27	69	10	10	1	1	1	9	378						
64	15	77	10	9	1	1	2	3	795	845	944				
65	62	77	10	20	1	1	2	8	434	100	1000				
66	49	73	10	25	1	1	2	12	666	741	955				
67	67	5	10	25	1	1	2	2	750	819	1560				
68	56	39	10	36	1	1	3	6	155	210	505	589	1318		
69	37	47	10	6	1	1	3	11	753	512	1070	834	920		
70	37	56	10	5	1	1	1	10	478						
71	57	68	10	15	1	1	2	1	360	415	1273				
72	47	16	10	25	1	1	2	8	846	909	1585				
73	44	17	10	9	1	1	2	3	782	848	1419				
74	46	13	10	8	1	1	1	4	949						
75	49	11	10	18	1	1	2	8	684	734	1724				
76	49	42	10	13	1	1	2	10	908	999	1485				
77	53	43	10	14	1	1	3	2	101	197	398	451	1139		
78	61	52	10	3	1	1	2	17	131	614	762				
79	57	48	10	23	1	1	1	18	997						
80	56	37	10	6	1	1	1	15	925						
81	55	54	10	26	1	1	3	6	619	583	723	714	1329		
82	15	47	10	16	1	1	3	19	435	504	813	892	1841		
83	14	37	10	11	1	1	2	6	244	341	1148				
84	11	31	10	7	1	1	2	9	816	871	1184				
85	16	22	10	41	1	1	2	17	367	447	689				
86	4	18	10	35	1	1	3	2	618	670	889	941	1008		
87	28	18	10	26	1	1	3	1	301	375	572	638	1525		
88	26	52	10	9	1	1	2	4	686	776	1736				
89	26	35	10	15	1	1	3	0	341	16	892	970	1276		
90	31	67	10	3	1	1	2	1	699	775	1699				
91	15	19	10	1	1	1	2	7	808	903	1392				
92	22	22	10	2	1	1	1	9	897						
93	18	24	10	22	1	1	2	3	853	926	1174				
94	26	27	10	27	1	1	2	8	895	977	1812				
95	25	24	10	20	1	1	2	13	846	936	1794				
96	22	27	10	11	1	1	1	0	713						
97	25	21	10	12	1	1	2	11	609	691	990				
98	19	21	10	10	1	1	3	18	203	271	965	282	588		
99	20	26	10	9	1	1	2	16	112	541	799				
100	18	18	10	17	1	1	3	7	280	344	611	709	1166		
