R209

VEHICLE
NUMBER     CAPACITY
  25         1000

CUSTOMER
CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
    0      35         35          0          0       1000          0   
    1      41         49         10        636        919         10   
    2      35         17          7         74        351         10   
    3      55         45         13        498        613         10   
    4      55         20         19        470        965         10   
    5      15         30         26         20        370         10   
    6      25         30          3        266        663         10   
    7      20         50          5        292        449         10   
    8      10         43          9        288        597         10   
    9      55         60         16        254        643         10   
   10      30         60         16        496        713         10   
   11      20         65         12         33        510         10   
   12      50         35         19        170        403         10   
   13      30         25         23        426        978         10   
   14      15         10         20         32        454         10   
   15      30          5          8         30        529         10   
   16      10         20         19        222        423         10   
   17       5         30          2        409        959         10   
   18      20         40         12        349        462         10   
   19      15         60         17        215        432         10   
   20      45         65          9        538        709         10   
   21      45         20         11        156        389         10   
   22      45         10         18        280        623         10   
   23      55          5         29         36        513         10   
   24      65         35          3        633        918         10   
   25      65         20          6        400        956         10   
   26      45         30         17        548        707         10   
   27      35         40         16          5        612         10   
   28      41         37         16         44        325         10   
   29      64         42          9        129        374         10   
   30      40         60         21        115        498         10   
   31      31         52         27         91        336         10   
   32      35         69         23        602        835         10   
   33      53         52         11         24        646         10   
   34      65         55         14        487        656         10   
   35      63         65          8        439        948         10   
   36       2         60          5         41        710         10   
   37      20         20          8        563        736         10   
   38       5          5         16        147        560         10   
   39      60         12         31         33        797         10   
   40      40         25          9        243        554         10   
   41      42          7          5        225        682         10   
   42      24         12          5         25        616         10   
   43      23          3          7        578        747         10   
   44      11         14         18         72        501         10   
   45       6         38         16         29        669         10   
   46       2         48          1        458        685         10   
   47       8         56         27         34        362         10   
   48      13         52         36        694        962         10   
   49       6         68         30        444        597         10   
   50      47         47         13        499        690         10   
   51      49         58         10        296        505         10   
   52      27         43          9        111        362         10   
   53      37         31         14        301        602         10   
   54      57         29         18        595        780         10   
   55      63         23          2        442        917         10   
   56      53         12          6        426        851         10   
   57      32         12          7        366        585         10   
   58      36         26         18        458        980         10   
   59      21         24         28         17        441         10   
   60      17         34          3        651        932         10   
   61      12         24         13        246        421         10   
   62      24         58         19         25        583         10   
   63      27         69         10         34        348         10   
   64      15         77          9         46        523         10   
   65      62         77         20         49        608         10   
   66      49         73         25        440        845         10   
   67      67          5         25        132        563         10   
   68      56         39         36        464        925         10   
   69      37         47          6         12        535         10   
   70      37         56          5        249        968         10   
   71      57         68         15        218        417         10   
   72      47         16         25         22        377         10   
   73      44         17          9        263        444         10   
   74      46         13          8        479        965         10   
   75      49         11         18        182        399         10   
   76      49         42         13        166        497         10   
   77      53         43         14        430        970         10   
   78      61         52          3        212        671         10   
   79      57         48         23        273        580         10   
   80      56         37          6        452        968         10   
   81      55         54         26        388        479         10   
   82      15         47         16         99        352         10   
   83      14         37         11         21        328         10   
   84      11         31          7        323        624         10   
   85      16         22         41        333        504         10   
   86       4         18         35        350        503         10   
   87      28         18         26        380        487         10   
   88      26         52          9        114        553         10   
   89      26         35         15        649        981         10   
   90      31         67          3        345        534         10   
   91      15         19          1        675        930         10   
   92      22         22          2         18        673         10   
   93      18         24         22        339        969         10   
   94      26         27         27        403        536         10   
   95      25         24         20         22        301         10   
   96      22         27         11        565        732         10   
   97      25         21         12        582        703         10   
   98      19         21         10        122        367         10   
   99      20         26          9        185        580         10   
  100      18         18         17        297        965         10   
