R112

VEHICLE
NUMBER     CAPACITY
  25         200

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
 
    0      35         35          0          0        230          0   
    1      41         49         10         73        204         10   
    2      35         17          7         18        147         10   
    3      55         45         13         76        165         10   
    4      55         20         19         73        195         10   
    5      15         30         26         20        167         10   
    6      25         30          3         49        158         10   
    7      20         50          5         36        135         10   
    8      10         43          9         50        149         10   
    9      55         60         16         47        156         10   
   10      30         60         16         85        172         10   
   11      20         65         12         33        152         10   
   12      50         35         19         15        133         10   
   13      30         25         23         79        208         10   
   14      15         10         20         32        187         10   
   15      30          5          8         30        152         10   
   16      10         20         19         29        139         10   
   17       5         30          2         60        189         10   
   18      20         40         12         47        136         10   
   19      15         60         17         32        146         10   
   20      45         65          9         79        182         10   
   21      45         20         11         18        136         10   
   22      45         10         18         50        153         10   
   23      55          5         29         36        155         10   
   24      65         35          3         58        190         10   
   25      65         20          6         56        186         10   
   26      45         30         17         87        186         10   
   27      35         40         16          5        140         10   
   28      41         37         16          6        136         10   
   29      64         42          9         29        150         10   
   30      40         60         21         25        132         10   
   31      31         52         27         17        138         10   
   32      35         69         23         67        186         10   
   33      53         52         11         24        161         10   
   34      65         55         14         70        173         10   
   35      63         65          8         54        178         10   
   36       2         60          5         41        178         10   
   37      20         20          8         87        190         10   
   38       5          5         16         42        153         10   
   39      60         12         31         33        186         10   
   40      40         25          9         40        139         10   
   41      42          7          5         43        160         10   
   42      24         12          5         25        158         10   
   43      23          3          7         82        185         10   
   44      11         14         18         31        144         10   
   45       6         38         16         29        169         10   
   46       2         48          1         63        180         10   
   47       8         56         27         34        176         10   
   48      13         52         36         65        192         10   
   49       6         68         30         73        152         10   
   50      47         47         13         75        182         10   
   51      49         58         10         36        149         10   
   52      27         43          9         11        133         10   
   53      37         31         14         51        148         10   
   54      57         29         18         90        197         10   
   55      63         23          2         69        189         10   
   56      53         12          6         76        190         10   
   57      32         12          7         48        163         10   
   58      36         26         18         84        210         10   
   59      21         24         28         17        183         10   
   60      17         34          3         70        201         10   
   61      12         24         13         29        132         10   
   62      24         58         19         25        154         10   
   63      27         69         10         34        172         10   
   64      15         77          9         46        165         10   
   65      62         77         20         49        170         10   
   66      49         73         25         68        179         10   
   67      67          5         25         43        156         10   
   68      56         39         36         80        198         10   
   69      37         47          6         12        137         10   
   70      37         56          5         48        198         10   
   71      57         68         15         39        148         10   
   72      47         16         25         22        170         10   
   73      44         17          9         30        135         10   
   74      46         13          8         74        195         10   
   75      49         11         18         27        141         10   
   76      49         42         13         27        128         10   
   77      53         43         14         72        200         10   
   78      61         52          3         42        159         10   
   79      57         48         23         47        146         10   
   80      56         37          6         73        198         10   
   81      55         54         26         57        140         10   
   82      15         47         16         23        146         10   
   83      14         37         11         21        157         10   
   84      11         31          7         57        154         10   
   85      16         22         41         44        147         10   
   86       4         18         35         49        148         10   
   87      28         18         26         61        134         10   
   88      26         52          9         21        136         10   
   89      26         35         15         68        211         10   
   90      31         67          3         46        153         10   
   91      15         19          1         70        194         10   
   92      22         22          2         18        159         10   
   93      18         24         22         60        199         10   
   94      26         27         27         58        151         10   
   95      25         24         20         14        143         10   
   96      22         27         11         89        190         10   
   97      25         21         12         92        183         10   
   98      19         21         10         21        142         10   
   99      20         26          9         33        142         10   
  100      18         18         17         51        195         10   
